timestamp, trial, HMD_x, HMD_y,HMD_z

# --- Trial 1 start ---
197.119,1,-39.4870,1.8753,-1.3719
197.130,1,-39.4871,1.8754,-1.3720
197.138,1,-39.4871,1.8755,-1.3721
197.146,1,-39.4871,1.8756,-1.3721
197.157,1,-39.4871,1.8757,-1.3722
197.168,1,-39.4871,1.8759,-1.3723
197.179,1,-39.4870,1.8760,-1.3725
197.190,1,-39.4870,1.8760,-1.3726
197.201,1,-39.4870,1.8760,-1.3726
197.212,1,-39.4870,1.8761,-1.3727
197.225,1,-39.4869,1.8760,-1.3728
197.242,1,-39.4867,1.8760,-1.3729
197.250,1,-39.4866,1.8760,-1.3729
197.258,1,-39.4865,1.8761,-1.3730
197.269,1,-39.4864,1.8761,-1.3731
197.280,1,-39.4863,1.8761,-1.3732
197.290,1,-39.4861,1.8761,-1.3733
197.301,1,-39.4859,1.8760,-1.3735
197.316,1,-39.4858,1.8760,-1.3736
197.332,1,-39.4856,1.8759,-1.3739
197.342,1,-39.4854,1.8759,-1.3740
197.358,1,-39.4852,1.8758,-1.3741
197.368,1,-39.4850,1.8758,-1.3742
197.380,1,-39.4848,1.8758,-1.3744
197.391,1,-39.4847,1.8759,-1.3745
197.402,1,-39.4844,1.8759,-1.3747
197.413,1,-39.4843,1.8760,-1.3748
197.424,1,-39.4841,1.8760,-1.3750
197.435,1,-39.4838,1.8760,-1.3751
197.446,1,-39.4835,1.8760,-1.3753
197.458,1,-39.4833,1.8760,-1.3754
197.469,1,-39.4829,1.8760,-1.3755
197.480,1,-39.4826,1.8761,-1.3757
197.491,1,-39.4824,1.8761,-1.3758
197.502,1,-39.4822,1.8762,-1.3760
197.513,1,-39.4820,1.8761,-1.3761
197.524,1,-39.4818,1.8762,-1.3762
197.535,1,-39.4817,1.8762,-1.3763
197.546,1,-39.4815,1.8762,-1.3764
197.557,1,-39.4814,1.8761,-1.3765
197.569,1,-39.4813,1.8761,-1.3766
197.580,1,-39.4813,1.8760,-1.3767
197.591,1,-39.4814,1.8759,-1.3768
197.602,1,-39.4814,1.8757,-1.3770
197.614,1,-39.4815,1.8756,-1.3771
197.624,1,-39.4817,1.8754,-1.3772
197.636,1,-39.4819,1.8753,-1.3772
197.647,1,-39.4821,1.8752,-1.3773
197.658,1,-39.4823,1.8751,-1.3773
197.669,1,-39.4826,1.8750,-1.3773
