C:\Users\Public\Documents\Novel Studio\load_data\2025-12-11\10\loadapp_2025-12-11_16-47-10-060.load
Comment s10h
	PRV263-L::heel	PRV263-L::mid	PRV263-L::front	PRV263-L		PRV264-R::front	PRV264-R::mid	PRV264-R::heel	PRV264-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.660	225.000	69.300	72.000	366.300	0.660	56.640	44.160	237.120	337.920	0.660		
0.670	225.000	69.300	72.000	366.300	0.670	59.520	44.160	237.120	340.800	0.670		
0.680	225.000	69.300	74.700	369.000	0.680	59.520	44.160	234.240	337.920	0.680		
0.690	225.000	69.300	74.700	369.000	0.690	59.520	44.160	234.240	337.920	0.690		
0.700	225.000	72.000	74.700	371.700	0.700	56.640	44.160	234.240	335.040	0.700		
0.710	225.000	69.300	74.700	369.000	0.710	59.520	44.160	234.240	337.920	0.710		
0.720	225.000	72.000	72.000	369.000	0.720	59.520	44.160	234.240	337.920	0.720		
0.730	225.000	72.000	74.700	371.700	0.730	59.520	42.240	234.240	336.000	0.730		
0.740	225.000	72.000	74.700	371.700	0.740	59.520	44.160	232.320	336.000	0.740		
0.750	225.000	69.300	72.000	366.300	0.750	59.520	42.240	232.320	334.080	0.750		
0.760	224.770	71.890	71.890	368.550	0.760	59.520	41.850	232.500	333.870	0.760		
0.770	224.770	71.890	71.890	368.550	0.770	59.520	41.850	229.710	331.080	0.770		
0.780	224.770	71.890	74.620	371.280	0.780	62.310	41.850	229.710	333.870	0.780		
0.790	224.770	71.890	74.620	371.280	0.790	59.520	41.850	226.920	328.290	0.790		
0.800	224.770	71.890	74.620	371.280	0.800	59.520	41.850	226.920	328.290	0.800		
0.810	224.770	71.890	77.350	374.010	0.810	62.310	41.850	226.920	331.080	0.810		
0.820	224.770	74.620	74.620	374.010	0.820	62.310	41.850	224.130	328.290	0.820		
0.830	227.500	74.620	77.350	379.470	0.830	62.310	41.850	224.130	328.290	0.830		
0.840	224.770	74.620	77.350	376.740	0.840	62.310	41.850	224.130	328.290	0.840		
0.850	224.770	74.620	77.350	376.740	0.850	62.310	41.850	222.270	326.430	0.850		
0.860	224.770	74.620	77.350	376.740	0.860	62.310	41.850	222.270	326.430	0.860		
0.870	227.500	74.620	79.170	381.290	0.870	64.170	41.850	222.270	328.290	0.870		
0.880	224.770	74.620	77.350	376.740	0.880	62.310	41.850	222.270	326.430	0.880		
0.890	224.770	77.350	79.170	381.290	0.890	64.170	39.990	222.270	326.430	0.890		
0.900	227.500	77.350	79.170	384.020	0.900	64.170	41.850	219.480	325.500	0.900		
0.910	227.500	74.620	77.350	379.470	0.910	64.240	42.240	220.000	326.480	0.910		
0.920	227.500	77.350	79.170	384.020	0.920	62.480	42.240	217.360	322.080	0.920		
0.930	227.500	77.350	79.170	384.020	0.930	64.240	42.240	217.360	323.840	0.930		
0.940	227.500	77.350	79.170	384.020	0.940	64.240	42.240	214.720	321.200	0.940		
0.950	224.770	77.350	79.170	381.290	0.950	64.240	42.240	214.720	321.200	0.950		
0.960	224.770	79.170	81.900	385.840	0.960	64.240	42.240	212.080	318.560	0.960		
0.970	227.500	79.170	79.170	385.840	0.970	64.240	42.240	212.080	318.560	0.970		
0.980	227.500	79.170	81.900	388.570	0.980	66.880	42.240	212.080	321.200	0.980		
0.990	227.500	79.170	81.900	388.570	0.990	64.240	42.240	212.080	318.560	0.990		
1.000	224.770	79.170	81.900	385.840	1.000	64.240	42.240	209.440	315.920	1.000		
1.010	224.770	79.170	81.900	385.840	1.010	64.240	42.240	209.440	315.920	1.010		
1.020	224.770	81.900	81.900	388.570	1.020	66.880	39.600	209.440	315.920	1.020		
1.030	224.770	79.170	81.900	385.840	1.030	64.240	42.240	209.440	315.920	1.030		
1.040	224.770	81.900	84.630	391.300	1.040	66.880	42.240	209.440	318.560	1.040		
1.050	224.770	81.900	84.630	391.300	1.050	66.880	42.240	206.800	315.920	1.050		
1.060	225.000	81.900	87.300	394.200	1.060	67.230	42.330	207.500	317.060	1.060		
1.070	225.000	81.900	84.600	391.500	1.070	67.230	39.840	207.500	314.570	1.070		
1.080	225.000	81.900	84.600	391.500	1.080	67.230	42.330	207.500	317.060	1.080		
1.090	225.000	84.600	87.300	396.900	1.090	67.230	42.330	207.500	317.060	1.090		
1.100	225.000	84.600	84.600	394.200	1.100	67.230	42.330	207.500	317.060	1.100		
1.110	225.000	84.600	84.600	394.200	1.110	67.230	42.330	207.500	317.060	1.110		
1.120	225.000	84.600	87.300	396.900	1.120	67.230	42.330	207.500	317.060	1.120		
1.130	225.000	81.900	87.300	394.200	1.130	67.230	42.330	207.500	317.060	1.130		
1.140	222.300	84.600	87.300	394.200	1.140	67.230	42.330	207.500	317.060	1.140		
1.150	222.300	84.600	87.300	394.200	1.150	67.230	42.330	207.500	317.060	1.150		
1.160	225.000	84.600	87.300	396.900	1.160	69.720	42.330	207.500	319.550	1.160		
1.170	225.000	81.900	87.300	394.200	1.170	67.230	42.330	207.500	317.060	1.170		
1.180	222.300	81.900	87.300	391.500	1.180	67.230	42.330	207.500	317.060	1.180		
