timestamp, trial, HMD_x, HMD_y,HMD_z

# --- Trial 1 start ---
423.045,1,-39.5299,1.6788,-1.2270
423.177,1,-39.5292,1.6787,-1.2270
423.218,1,-39.5288,1.6780,-1.2270
423.233,1,-39.5288,1.6776,-1.2270
423.250,1,-39.5287,1.6776,-1.2269
423.268,1,-39.5286,1.6774,-1.2269
423.281,1,-39.5287,1.6774,-1.2268
423.295,1,-39.5287,1.6774,-1.2267
423.309,1,-39.5286,1.6775,-1.2266
423.322,1,-39.5286,1.6776,-1.2266
423.335,1,-39.5285,1.6777,-1.2265
423.353,1,-39.5285,1.6779,-1.2263
423.367,1,-39.5285,1.6779,-1.2262
423.390,1,-39.5283,1.6780,-1.2260
423.411,1,-39.5285,1.6781,-1.2258
423.434,1,-39.5284,1.6781,-1.2255
423.456,1,-39.5283,1.6780,-1.2253
423.477,1,-39.5282,1.6782,-1.2250
423.499,1,-39.5279,1.6783,-1.2247
423.522,1,-39.5278,1.6782,-1.2243
423.545,1,-39.5276,1.6782,-1.2240
423.566,1,-39.5273,1.6783,-1.2238
423.588,1,-39.5270,1.6783,-1.2234
423.611,1,-39.5268,1.6784,-1.2231
423.633,1,-39.5268,1.6784,-1.2228
423.657,1,-39.5266,1.6784,-1.2226
423.679,1,-39.5263,1.6783,-1.2226
423.702,1,-39.5262,1.6782,-1.2224
423.724,1,-39.5261,1.6782,-1.2223
423.746,1,-39.5259,1.6782,-1.2222
423.769,1,-39.5257,1.6782,-1.2223
423.791,1,-39.5256,1.6783,-1.2223
423.815,1,-39.5254,1.6784,-1.2224
423.833,1,-39.5252,1.6783,-1.2225
423.859,1,-39.5249,1.6784,-1.2226
423.882,1,-39.5246,1.6783,-1.2226
423.906,1,-39.5244,1.6783,-1.2227
423.928,1,-39.5241,1.6782,-1.2227
423.946,1,-39.5238,1.6782,-1.2228
423.974,1,-39.5234,1.6782,-1.2229
423.997,1,-39.5230,1.6781,-1.2230
424.018,1,-39.5229,1.6781,-1.2229
424.041,1,-39.5227,1.6781,-1.2230
424.059,1,-39.5226,1.6780,-1.2230
424.072,1,-39.5223,1.6780,-1.2230
424.085,1,-39.5221,1.6779,-1.2231
424.098,1,-39.5217,1.6779,-1.2231
424.111,1,-39.5215,1.6778,-1.2231
424.123,1,-39.5214,1.6777,-1.2232
424.137,1,-39.5212,1.6778,-1.2232
