C:\Users\Public\Documents\Novel Studio\load_data\2025-12-16\17\loadapp_2025-12-16_10-01-51-555.load
Comment s17bvr
	PRW260-R::front	PRW260-R::mid	PRW260-R::heel	PRW260-R		PRW261-L::heel	PRW261-L::mid	PRW261-L::front	PRW261-L		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.000	142.040	54.940	164.820	361.800	0.000	147.010	44.530	124.440	315.980	0.000		
0.010	142.040	54.940	167.500	364.480	0.010	149.450	44.530	127.490	321.470	0.010		
0.020	139.360	56.950	167.500	363.810	0.020	149.450	44.530	127.490	321.470	0.020		
0.030	139.360	54.940	164.820	359.120	0.030	149.450	44.530	127.490	321.470	0.030		
0.040	142.040	56.950	164.820	363.810	0.040	149.450	44.530	127.490	321.470	0.040		
0.050	139.360	54.940	167.500	361.800	0.050	149.450	44.530	127.490	321.470	0.050		
0.060	139.360	54.940	164.820	359.120	0.060	149.450	44.530	124.440	318.420	0.060		
0.070	139.360	56.950	164.820	361.130	0.070	149.450	44.530	127.490	321.470	0.070		
0.080	139.360	54.940	164.820	359.120	0.080	149.450	44.530	124.440	318.420	0.080		
0.090	139.360	54.940	164.820	359.120	0.090	149.450	44.530	127.490	321.470	0.090		
0.100	139.360	56.950	164.820	361.130	0.100	149.450	44.530	124.440	318.420	0.100		
0.110	139.360	54.940	164.820	359.120	0.110	152.500	44.530	127.490	324.520	0.110		
0.120	139.920	54.780	165.000	359.700	0.120	152.500	44.530	127.490	324.520	0.120		
0.130	137.280	54.780	165.000	357.060	0.130	152.500	44.530	127.490	324.520	0.130		
0.140	137.280	54.780	165.000	357.060	0.140	152.500	44.530	124.440	321.470	0.140		
0.150	137.280	54.780	165.000	357.060	0.150	155.000	44.640	127.100	326.740	0.150		
0.160	137.280	54.780	165.000	357.060	0.160	151.900	44.640	127.100	323.640	0.160		
0.170	139.920	54.780	165.000	359.700	0.170	151.900	44.640	127.100	323.640	0.170		
0.180	139.920	54.780	165.000	359.700	0.180	151.900	44.640	127.100	323.640	0.180		
0.190	137.280	52.140	165.000	354.420	0.190	151.900	44.640	127.100	323.640	0.190		
0.200	137.280	54.780	165.000	357.060	0.200	151.900	44.640	127.100	323.640	0.200		
0.210	137.280	52.140	162.360	351.780	0.210	155.000	47.120	129.580	331.700	0.210		
0.220	137.280	54.780	162.360	354.420	0.220	155.000	47.120	124.620	326.740	0.220		
0.230	137.280	54.780	162.360	354.420	0.230	151.900	44.640	127.100	323.640	0.230		
0.240	137.280	54.780	165.000	357.060	0.240	155.000	44.640	127.100	326.740	0.240		
0.250	137.280	54.780	162.360	354.420	0.250	155.000	44.640	124.620	324.260	0.250		
0.260	137.280	54.780	165.000	357.060	0.260	155.000	44.640	124.620	324.260	0.260		
0.270	134.640	54.780	165.000	354.420	0.270	155.000	44.640	127.100	326.740	0.270		
0.280	134.640	54.780	165.000	354.420	0.280	155.000	42.160	124.620	321.780	0.280		
0.290	137.280	54.780	165.000	357.060	0.290	155.000	44.640	124.620	324.260	0.290		
0.300	134.640	54.780	165.000	354.420	0.300	155.000	44.640	127.100	326.740	0.300		
0.310	134.640	54.780	165.000	354.420	0.310	155.000	44.640	124.620	324.260	0.310		
0.320	134.640	54.780	165.000	354.420	0.320	155.000	44.640	127.100	326.740	0.320		
0.330	134.640	54.780	165.000	354.420	0.330	151.900	44.640	124.620	321.160	0.330		
0.340	134.640	54.780	165.000	354.420	0.340	155.000	44.640	127.100	326.740	0.340		
0.350	137.280	54.780	165.000	357.060	0.350	155.000	44.640	124.620	324.260	0.350		
0.360	134.640	54.780	165.000	354.420	0.360	155.000	44.640	127.100	326.740	0.360		
0.370	137.280	54.780	165.000	357.060	0.370	151.900	44.640	127.100	323.640	0.370		
0.380	137.280	54.780	165.000	357.060	0.380	151.900	44.640	127.100	323.640	0.380		
0.390	137.280	54.780	162.360	354.420	0.390	151.900	44.640	127.100	323.640	0.390		
0.400	137.280	52.140	162.360	351.780	0.400	151.900	44.640	129.580	326.120	0.400		
0.410	137.280	54.780	162.360	354.420	0.410	155.000	44.640	127.100	326.740	0.410		
0.420	139.920	52.140	162.360	354.420	0.420	155.000	44.640	127.100	326.740	0.420		
0.430	137.280	52.140	162.360	351.780	0.430	151.900	44.640	127.100	323.640	0.430		
0.440	137.280	52.140	162.360	351.780	0.440	151.900	44.640	127.100	323.640	0.440		
0.450	137.280	54.780	165.000	357.060	0.450	152.500	44.530	127.490	324.520	0.450		
0.460	137.280	54.780	162.360	354.420	0.460	152.500	44.530	129.930	326.960	0.460		
0.470	137.280	54.780	162.360	354.420	0.470	152.500	44.530	127.490	324.520	0.470		
0.480	137.280	52.140	162.360	351.780	0.480	152.500	44.530	129.930	326.960	0.480		
0.490	137.280	54.780	162.360	354.420	0.490	152.500	44.530	129.930	326.960	0.490		
0.500	137.280	54.780	162.360	354.420	0.500	152.500	44.530	129.930	326.960	0.500		
0.510	137.280	54.780	162.360	354.420	0.510	152.500	46.970	129.930	329.400	0.510		
0.520	137.280	54.780	162.360	354.420	0.520	152.500	44.530	129.930	326.960	0.520		
0.530	137.280	54.780	162.360	354.420	0.530	152.500	44.530	129.930	326.960	0.530		
0.540	137.280	54.780	162.360	354.420	0.540	152.500	44.530	129.930	326.960	0.540		
0.550	137.280	54.780	162.360	354.420	0.550	152.500	46.970	129.930	329.400	0.550		
0.560	137.280	54.780	162.360	354.420	0.560	152.500	46.970	132.370	331.840	0.560		
0.570	139.920	54.780	162.360	357.060	0.570	152.500	46.970	129.930	329.400	0.570		
0.580	137.280	54.780	162.360	354.420	0.580	152.500	44.530	129.930	326.960	0.580		
0.590	137.280	54.780	162.360	354.420	0.590	152.500	46.970	129.930	329.400	0.590		
0.600	139.920	54.780	165.000	359.700	0.600	152.460	47.250	129.780	329.490	0.600		
0.610	134.640	54.780	162.360	351.780	0.610	152.460	47.250	129.780	329.490	0.610		
0.620	137.280	54.780	162.360	354.420	0.620	152.460	44.730	132.300	329.490	0.620		
0.630	137.280	54.780	162.360	354.420	0.630	152.460	44.730	129.780	326.970	0.630		
0.640	137.280	54.780	162.360	354.420	0.640	152.460	47.250	129.780	329.490	0.640		
0.650	134.640	54.780	162.360	351.780	0.650	152.460	44.730	129.780	326.970	0.650		
0.660	137.280	54.780	162.360	354.420	0.660	154.980	47.250	132.300	334.530	0.660		
0.670	137.280	54.780	162.360	354.420	0.670	152.460	47.250	129.780	329.490	0.670		
0.680	137.280	54.780	162.360	354.420	0.680	152.460	44.730	129.780	326.970	0.680		
0.690	137.280	54.780	162.360	354.420	0.690	154.980	47.250	129.780	332.010	0.690		
0.700	134.640	54.780	162.360	351.780	0.700	154.980	47.250	129.780	332.010	0.700		
0.710	137.280	54.780	162.360	354.420	0.710	154.980	47.250	129.780	332.010	0.710		
0.720	137.280	54.780	162.360	354.420	0.720	154.980	44.730	129.780	329.490	0.720		
0.730	137.280	54.780	162.360	354.420	0.730	154.980	47.250	132.300	334.530	0.730		
0.740	137.280	54.780	162.360	354.420	0.740	157.500	47.250	129.780	334.530	0.740		
0.750	137.280	52.140	162.360	351.780	0.750	154.980	44.730	132.300	332.010	0.750		
0.760	137.280	52.140	162.360	351.780	0.760	154.980	44.730	129.780	329.490	0.760		
0.770	139.920	52.140	162.360	354.420	0.770	154.980	47.250	129.780	332.010	0.770		
0.780	137.280	52.140	162.360	351.780	0.780	154.980	47.250	129.780	332.010	0.780		
0.790	137.280	52.140	162.360	351.780	0.790	154.980	47.250	129.780	332.010	0.790		
0.800	137.280	54.780	162.360	354.420	0.800	154.980	44.730	129.780	329.490	0.800		
0.810	137.280	52.140	162.360	351.780	0.810	154.980	47.250	127.260	329.490	0.810		
0.820	137.280	52.140	162.360	351.780	0.820	154.980	47.250	129.780	332.010	0.820		
0.830	137.280	52.140	162.360	351.780	0.830	154.980	47.250	127.260	329.490	0.830		
