C:\Users\Public\Documents\Novel Studio\load_data\2025-12-16\17\loadapp_2025-12-16_10-15-46-462.load
Comment s17w
	PRW260-R::front	PRW260-R::mid	PRW260-R::heel	PRW260-R		PRW261-L::heel	PRW261-L::mid	PRW261-L::front	PRW261-L		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
5.080	0.000	2.420	2.420	4.840	5.080	65.830	108.960	533.450	708.240	5.080		
5.090	0.000	4.840	4.840	9.680	5.090	61.290	106.690	567.500	735.480	5.090		
5.100	0.000	4.840	2.420	7.260	5.100	53.200	98.000	602.000	753.200	5.100		
5.110	0.000	4.840	4.840	9.680	5.110	47.600	92.400	632.800	772.800	5.110		
5.120	0.000	4.840	4.840	9.680	5.120	42.000	84.000	655.200	781.200	5.120		
5.130	0.000	4.840	4.840	9.680	5.130	33.600	75.600	674.800	784.000	5.130		
5.140	0.000	4.840	4.840	9.680	5.140	28.000	70.000	691.600	789.600	5.140		
5.150	2.420	4.840	7.260	14.520	5.150	19.600	64.400	700.000	784.000	5.150		
5.160	0.000	4.840	19.360	24.200	5.160	8.400	61.600	700.000	770.000	5.160		
5.170	0.000	2.420	99.220	101.640	5.170	0.000	58.800	683.200	742.000	5.170		
5.180	0.000	2.420	157.300	159.720	5.180	0.000	58.800	655.200	714.000	5.180		
5.190	0.000	4.840	176.660	181.500	5.190	0.000	58.800	616.000	674.800	5.190		
5.200	0.000	4.840	206.910	211.750	5.200	0.000	53.200	568.400	621.600	5.200		
5.210	0.000	4.840	256.520	261.360	5.210	0.000	44.800	498.400	543.200	5.210		
5.220	4.840	7.260	302.500	314.600	5.220	0.000	39.200	414.400	453.600	5.220		
5.230	11.220	11.220	342.210	364.650	5.230	0.000	28.000	313.600	341.600	5.230		
5.240	18.700	24.310	379.610	422.620	5.240	0.000	16.800	215.600	232.400	5.240		
5.250	48.620	52.360	417.010	517.990	5.250	0.000	9.720	135.000	144.720	5.250		
5.260	74.800	61.710	446.930	583.440	5.260	0.000	4.860	84.780	89.640	5.260		
5.270	91.630	71.060	454.410	617.100	5.270	0.000	4.860	57.240	62.100	5.270		
5.280	104.720	78.540	458.150	641.410	5.280	0.000	4.860	37.260	42.120	5.280		
5.290	114.070	84.150	463.760	661.980	5.290	0.000	7.020	24.840	31.860	5.290		
5.300	123.420	89.760	467.500	680.680	5.300	0.000	4.860	19.980	24.840	5.300		
5.310	129.030	91.630	461.890	682.550	5.310	0.000	4.860	14.580	19.440	5.310		
5.320	134.640	93.500	456.280	684.420	5.320	0.000	4.860	12.420	17.280	5.320		
5.330	134.640	93.500	448.800	676.940	5.330	0.000	4.860	12.420	17.280	5.330		
5.340	136.510	93.500	439.450	669.460	5.340	0.000	4.860	9.720	14.580	5.340		
5.350	138.380	91.630	424.490	654.500	5.350	0.000	4.860	7.020	11.880	5.350		
5.360	138.380	86.020	409.530	633.930	5.360	0.000	4.860	7.020	11.880	5.360		
5.370	142.120	86.020	390.830	618.970	5.370	0.000	2.160	4.860	7.020	5.370		
5.380	143.560	79.920	370.000	593.480	5.380	0.000	4.860	4.860	9.720	5.380		
5.390	146.520	76.960	352.240	575.720	5.390	0.000	4.860	4.860	9.720	5.390		
5.400	149.480	74.000	334.480	557.960	5.400	0.000	5.000	5.000	10.000	5.400		
5.410	152.440	71.040	321.160	544.640	5.410	0.000	5.000	2.500	7.500	5.410		
5.420	156.880	69.560	309.320	535.760	5.420	0.000	5.000	2.500	7.500	5.420		
5.430	164.280	69.560	297.480	531.320	5.430	0.000	5.000	2.500	7.500	5.430		
5.440	168.720	66.600	287.120	522.440	5.440	0.000	2.500	0.000	2.500	5.440		
5.450	174.640	66.600	279.720	520.960	5.450	0.000	2.500	2.500	5.000	5.450		
5.460	182.040	66.600	272.320	520.960	5.460	0.000	2.500	2.500	5.000	5.460		
5.470	189.440	63.640	264.920	518.000	5.470	0.000	2.500	2.500	5.000	5.470		
5.480	196.840	63.640	256.040	516.520	5.480	0.000	2.500	0.000	2.500	5.480		
5.490	201.280	63.640	251.600	516.520	5.490	0.000	2.500	0.000	2.500	5.490		
5.500	208.680	63.640	244.200	516.520	5.500	0.000	2.500	0.000	2.500	5.500		
5.510	219.040	66.600	239.760	525.400	5.510	0.000	2.500	0.000	2.500	5.510		
5.520	232.360	69.560	232.360	534.280	5.520	0.000	2.500	0.000	2.500	5.520		
5.530	246.000	70.000	224.000	540.000	5.530	0.000	2.500	0.000	2.500	5.530		
5.540	260.000	72.000	216.000	548.000	5.540	0.000	2.500	0.000	2.500	5.540		
5.550	276.000	74.000	206.000	556.000	5.550	0.000	2.040	0.000	2.040	5.550		
5.560	294.000	76.000	196.000	566.000	5.560	0.000	2.040	0.000	2.040	5.560		
5.570	314.000	76.000	184.000	574.000	5.570	0.000	2.040	0.000	2.040	5.570		
5.580	332.000	80.000	174.000	586.000	5.580	0.000	2.040	0.000	2.040	5.580		
5.590	350.000	82.000	164.000	596.000	5.590	0.000	2.040	2.040	4.080	5.590		
5.600	366.000	82.000	154.000	602.000	5.600	0.000	2.040	0.000	2.040	5.600		
5.610	384.000	84.000	142.000	610.000	5.610	0.000	2.040	2.040	4.080	5.610		
5.620	404.000	84.000	126.000	614.000	5.620	0.000	4.080	2.040	6.120	5.620		
5.630	424.000	84.000	112.000	620.000	5.630	0.000	4.080	2.040	6.120	5.630		
5.640	444.000	82.000	94.000	620.000	5.640	17.340	2.040	0.000	19.380	5.640		
5.650	466.000	76.000	76.000	618.000	5.650	54.060	2.040	0.000	56.100	5.650		
5.660	486.000	72.000	64.000	622.000	5.660	117.300	2.040	0.000	119.340	5.660		
5.670	500.000	64.000	54.000	618.000	5.670	174.420	0.000	0.000	174.420	5.670		
5.680	507.500	56.840	46.690	611.030	5.680	212.160	0.000	0.000	212.160	5.680		
5.690	499.380	46.690	36.540	582.610	5.690	255.000	2.040	0.000	257.040	5.690		
5.700	483.140	40.600	28.420	552.160	5.700	319.200	3.800	0.000	323.000	5.700		
5.710	464.870	36.540	18.270	519.680	5.710	372.400	5.700	5.700	383.800	5.710		
5.720	434.420	32.480	12.180	479.080	5.720	414.200	17.100	9.500	440.800	5.720		
