C:\Users\Public\Documents\Novel Studio\load_data\2025-12-16\20\loadapp_2025-12-16_17-59-31-311.load
Comment s20vh crashed 8
	PRU147-L::heel	PRU147-L::mid	PRU147-L::front	PRU147-L		PRU148-R::front	PRU148-R::mid	PRU148-R::heel	PRU148-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.530	49.840	52.360	62.440	164.640	0.530	34.500	69.000	339.480	442.980	0.530		
0.540	49.840	52.360	59.920	162.120	0.540	34.500	69.000	336.720	440.220	0.540		
0.550	54.880	49.840	59.920	164.640	0.550	34.500	69.000	336.720	440.220	0.550		
0.560	57.400	49.840	57.400	164.640	0.560	31.740	69.000	336.720	437.460	0.560		
0.570	57.400	49.840	57.400	164.640	0.570	34.500	69.000	339.480	442.980	0.570		
0.580	62.440	49.840	54.880	167.160	0.580	31.740	69.000	339.480	440.220	0.580		
0.590	64.960	47.320	52.360	164.640	0.590	28.980	69.000	342.240	440.220	0.590		
0.600	69.720	47.460	49.980	167.160	0.600	31.740	66.240	342.240	440.220	0.600		
0.610	72.240	44.940	47.460	164.640	0.610	28.980	66.240	342.240	437.460	0.610		
0.620	74.760	44.940	47.460	167.160	0.620	28.980	66.240	342.240	437.460	0.620		
0.630	79.800	42.420	44.940	167.160	0.630	31.740	66.240	342.240	440.220	0.630		
0.640	82.320	42.420	42.420	167.160	0.640	28.980	66.240	342.240	437.460	0.640		
0.650	84.840	42.420	44.940	172.200	0.650	28.980	66.240	345.000	440.220	0.650		
0.660	89.880	42.420	42.420	174.720	0.660	26.220	64.860	342.240	433.320	0.660		
0.670	89.880	42.420	39.900	172.200	0.670	26.220	66.240	345.000	437.460	0.670		
0.680	92.400	42.420	39.900	174.720	0.680	26.220	66.240	342.240	434.700	0.680		
0.690	94.920	39.900	37.380	172.200	0.690	26.220	64.860	342.240	433.320	0.690		
0.700	97.440	39.900	34.860	172.200	0.700	26.220	64.860	339.480	430.560	0.700		
0.710	99.960	39.900	32.340	172.200	0.710	26.220	64.860	342.240	433.320	0.710		
0.720	102.480	39.900	32.340	174.720	0.720	24.840	64.860	339.480	429.180	0.720		
0.730	105.000	39.900	32.340	177.240	0.730	26.220	64.860	339.480	430.560	0.730		
0.740	105.000	39.900	32.340	177.240	0.740	26.220	64.860	339.480	430.560	0.740		
0.750	107.180	39.560	32.200	178.940	0.750	27.200	63.920	340.000	431.120	0.750		
0.760	107.180	39.560	29.900	176.640	0.760	29.920	63.920	340.000	433.840	0.760		
0.770	107.180	39.560	29.900	176.640	0.770	27.200	63.920	334.560	425.680	0.770		
0.780	107.180	39.560	29.900	176.640	0.780	29.920	63.920	334.560	428.400	0.780		
0.790	109.940	39.560	29.900	179.400	0.790	27.200	63.920	334.560	425.680	0.790		
0.800	109.940	37.260	29.900	177.100	0.800	27.200	63.920	331.840	422.960	0.800		
0.810	112.240	39.560	29.900	181.700	0.810	27.200	63.920	331.840	422.960	0.810		
0.820	112.240	39.560	32.200	184.000	0.820	29.920	63.920	329.120	422.960	0.820		
0.830	112.240	39.560	32.200	184.000	0.830	27.200	63.920	329.120	420.240	0.830		
0.840	112.240	39.560	29.900	181.700	0.840	29.920	63.920	329.120	422.960	0.840		
0.850	112.240	39.560	32.200	184.000	0.850	27.200	63.920	326.400	417.520	0.850		
0.860	112.240	39.560	32.200	184.000	0.860	31.280	63.920	323.680	418.880	0.860		
0.870	112.240	39.560	32.200	184.000	0.870	29.920	66.640	322.320	418.880	0.870		
0.880	115.000	39.560	34.960	189.520	0.880	29.920	66.640	322.320	418.880	0.880		
0.890	112.240	39.560	32.200	184.000	0.890	29.920	66.640	319.600	416.160	0.890		
0.900	112.240	39.560	32.200	184.000	0.900	31.750	67.310	317.500	416.560	0.900		
0.910	115.000	39.560	32.200	186.760	0.910	31.750	64.770	317.500	414.020	0.910		
0.920	115.000	42.320	34.960	192.280	0.920	31.750	67.310	314.960	414.020	0.920		
0.930	115.000	42.320	34.960	192.280	0.930	29.210	67.310	312.420	408.940	0.930		
0.940	115.000	39.560	32.200	186.760	0.940	31.750	67.310	309.880	408.940	0.940		
0.950	115.000	42.320	34.960	192.280	0.950	31.750	67.310	309.880	408.940	0.950		
0.960	112.240	42.320	34.960	189.520	0.960	31.750	67.310	304.800	403.860	0.960		
0.970	115.000	42.320	37.260	194.580	0.970	31.750	67.310	304.800	403.860	0.970		
0.980	115.000	42.320	37.260	194.580	0.980	34.290	67.310	299.720	401.320	0.980		
0.990	115.000	42.320	37.260	194.580	0.990	36.830	67.310	299.720	403.860	0.990		
1.000	115.000	42.320	37.260	194.580	1.000	36.830	67.310	297.180	401.320	1.000		
1.010	115.000	42.320	37.260	194.580	1.010	36.830	67.310	294.640	398.780	1.010		
