C:\Users\Public\Documents\Novel Studio\load_data\2025-12-16\20\loadapp_2025-12-16_18-03-50-910.load
Comment s20h
	PRU147-L::heel	PRU147-L::mid	PRU147-L::front	PRU147-L		PRU148-R::front	PRU148-R::mid	PRU148-R::heel	PRU148-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.240	162.360	52.140	44.880	259.380	0.240	37.100	54.060	261.820	352.980	0.240		
0.250	165.000	52.140	44.880	262.020	0.250	37.100	54.060	265.000	356.160	0.250		
0.260	164.500	52.500	44.800	261.800	0.260	37.100	54.060	265.000	356.160	0.260		
0.270	164.500	52.500	42.000	259.000	0.270	37.100	54.060	265.000	356.160	0.270		
0.280	167.300	52.500	42.000	261.800	0.280	37.100	51.940	265.000	354.040	0.280		
0.290	167.300	52.500	42.000	261.800	0.290	37.100	51.940	265.000	354.040	0.290		
0.300	169.400	52.500	39.900	261.800	0.300	34.240	52.430	264.290	350.960	0.300		
0.310	169.400	52.500	42.000	263.900	0.310	37.450	52.430	262.150	352.030	0.310		
0.320	169.400	52.500	39.900	261.800	0.320	37.450	52.430	264.290	354.170	0.320		
0.330	172.200	52.500	39.900	264.600	0.330	34.240	52.430	264.290	350.960	0.330		
0.340	172.200	52.500	37.100	261.800	0.340	37.450	52.430	264.290	354.170	0.340		
0.350	172.200	52.500	37.100	261.800	0.350	34.240	49.220	264.290	347.750	0.350		
0.360	172.200	52.500	37.100	261.800	0.360	37.450	52.430	267.500	357.380	0.360		
0.370	172.200	52.500	35.000	259.700	0.370	37.450	52.430	264.290	354.170	0.370		
0.380	175.000	52.500	35.000	262.500	0.380	39.590	49.220	264.290	353.100	0.380		
0.390	175.000	52.500	35.000	262.500	0.390	37.450	52.430	264.290	354.170	0.390		
0.400	175.000	52.500	35.000	262.500	0.400	37.450	49.220	264.290	350.960	0.400		
0.410	177.390	51.830	34.310	263.530	0.410	37.450	47.080	264.290	348.820	0.410		
0.420	177.390	51.830	34.310	263.530	0.420	37.450	47.080	262.150	346.680	0.420		
0.430	177.390	51.830	34.310	263.530	0.430	37.450	47.080	262.150	346.680	0.430		
0.440	177.390	51.830	34.310	263.530	0.440	37.450	49.220	262.150	348.820	0.440		
0.450	177.390	51.830	34.310	263.530	0.450	37.100	49.820	261.820	348.740	0.450		
0.460	179.580	51.830	34.310	265.720	0.460	37.100	49.820	261.820	348.740	0.460		
0.470	179.580	51.830	34.310	265.720	0.470	37.100	46.640	261.820	345.560	0.470		
0.480	179.580	51.830	32.120	263.530	0.480	34.980	49.820	261.820	346.620	0.480		
0.490	179.580	51.830	29.930	261.340	0.490	37.100	49.820	265.000	351.920	0.490		
0.500	182.500	51.830	29.930	264.260	0.500	37.100	49.820	261.820	348.740	0.500		
0.510	179.580	51.830	27.010	258.420	0.510	37.100	49.820	261.820	348.740	0.510		
0.520	182.500	51.830	27.010	261.340	0.520	37.100	46.640	261.820	345.560	0.520		
0.530	182.500	51.830	27.010	261.340	0.530	37.100	46.640	261.820	345.560	0.530		
0.540	182.500	51.830	29.930	264.260	0.540	37.100	49.820	259.700	346.620	0.540		
0.550	182.500	51.830	27.010	261.340	0.550	37.100	46.640	261.820	345.560	0.550		
0.560	182.250	52.500	30.000	264.750	0.560	37.100	49.820	259.700	346.620	0.560		
0.570	182.250	52.500	27.000	261.750	0.570	37.100	46.640	259.700	343.440	0.570		
0.580	182.250	52.500	27.000	261.750	0.580	37.100	49.820	259.700	346.620	0.580		
0.590	182.250	52.500	27.000	261.750	0.590	37.100	49.820	259.700	346.620	0.590		
0.600	182.250	52.500	27.000	261.750	0.600	34.980	49.820	261.820	346.620	0.600		
0.610	182.250	52.500	27.000	261.750	0.610	37.100	46.640	259.700	343.440	0.610		
0.620	182.250	52.500	27.000	261.750	0.620	37.100	46.640	259.700	343.440	0.620		
0.630	182.250	52.500	27.000	261.750	0.630	37.100	46.640	261.820	345.560	0.630		
0.640	182.250	54.750	27.000	264.000	0.640	34.980	49.820	261.820	346.620	0.640		
0.650	182.250	52.500	27.000	261.750	0.650	39.220	44.520	259.700	343.440	0.650		
0.660	182.250	52.500	24.750	259.500	0.660	37.100	46.640	259.700	343.440	0.660		
0.670	184.500	52.500	24.750	261.750	0.670	37.100	49.820	261.820	348.740	0.670		
0.680	184.500	52.500	24.750	261.750	0.680	37.100	46.640	261.820	345.560	0.680		
0.690	187.500	52.500	22.500	262.500	0.690	37.100	49.820	265.000	351.920	0.690		
0.700	187.500	52.500	24.750	264.750	0.700	34.980	49.820	261.820	346.620	0.700		
0.710	189.600	52.000	22.400	264.000	0.710	37.100	46.640	265.000	348.740	0.710		
0.720	189.600	52.000	22.400	264.000	0.720	34.980	49.820	265.000	349.800	0.720		
0.730	189.600	52.000	22.400	264.000	0.730	34.980	49.820	265.000	349.800	0.730		
0.740	189.600	52.000	22.400	264.000	0.740	34.980	49.820	265.000	349.800	0.740		
0.750	192.000	52.000	20.000	264.000	0.750	34.560	46.440	264.600	345.600	0.750		
0.760	192.000	52.000	20.000	264.000	0.760	34.560	49.680	266.760	351.000	0.760		
0.770	192.000	52.000	16.800	260.800	0.770	34.560	49.680	264.600	348.840	0.770		
0.780	194.400	52.000	20.000	266.400	0.780	34.560	46.440	264.600	345.600	0.780		
0.790	194.400	52.000	20.000	266.400	0.790	34.560	49.680	266.760	351.000	0.790		
0.800	196.800	52.000	16.800	265.600	0.800	34.560	46.440	266.760	347.760	0.800		
0.810	194.400	49.600	16.800	260.800	0.810	34.560	46.440	266.760	347.760	0.810		
0.820	196.800	49.600	16.800	263.200	0.820	34.560	46.440	266.760	347.760	0.820		
0.830	196.800	49.600	14.400	260.800	0.830	32.400	49.680	270.000	352.080	0.830		
0.840	200.000	52.000	14.400	266.400	0.840	32.400	49.680	266.760	348.840	0.840		
0.850	200.000	52.000	14.400	266.400	0.850	29.160	49.680	270.000	348.840	0.850		
0.860	199.260	49.410	14.580	263.250	0.860	27.000	46.440	270.000	343.440	0.860		
0.870	199.260	51.840	14.580	265.680	0.870	27.000	46.440	270.000	343.440	0.870		
0.880	199.260	49.410	14.580	263.250	0.880	24.840	46.440	270.000	341.280	0.880		
0.890	199.260	51.840	14.580	265.680	0.890	27.000	49.680	270.000	346.680	0.890		
0.900	202.500	49.410	14.580	266.490	0.900	23.980	46.870	269.230	340.080	0.900		
0.910	202.500	49.410	14.580	266.490	0.910	27.250	49.050	269.230	345.530	0.910		
0.920	202.500	49.410	14.580	266.490	0.920	27.250	49.050	269.230	345.530	0.920		
0.930	202.500	49.410	14.580	266.490	0.930	23.980	46.870	269.230	340.080	0.930		
0.940	202.500	49.410	14.580	266.490	0.940	23.980	46.870	269.230	340.080	0.940		
0.950	202.500	49.410	12.150	264.060	0.950	23.980	46.870	269.230	340.080	0.950		
0.960	202.500	49.410	12.150	264.060	0.960	23.980	46.870	269.230	340.080	0.960		
0.970	202.500	49.410	12.150	264.060	0.970	23.980	46.870	272.500	343.350	0.970		
0.980	202.500	49.410	14.580	266.490	0.980	23.980	49.050	272.500	345.530	0.980		
0.990	202.500	49.410	12.150	264.060	0.990	23.980	49.050	272.500	345.530	0.990		
1.000	202.500	49.410	12.150	264.060	1.000	27.250	46.870	272.500	346.620	1.000		
1.010	201.720	49.200	12.300	263.220	1.010	23.980	46.870	269.230	340.080	1.010		
1.020	201.720	49.200	12.300	263.220	1.020	23.980	49.050	272.500	345.530	1.020		
1.030	205.000	49.200	12.300	266.500	1.030	23.980	46.870	269.230	340.080	1.030		
1.040	201.720	46.740	12.300	260.760	1.040	23.980	46.870	272.500	343.350	1.040		
1.050	201.720	46.740	12.300	260.760	1.050	24.200	49.500	271.700	345.400	1.050		
1.060	201.720	49.200	12.300	263.220	1.060	24.200	49.500	271.700	345.400	1.060		
1.070	201.720	46.740	12.300	260.760	1.070	24.200	49.500	275.000	348.700	1.070		
1.080	201.720	46.740	14.760	263.220	1.080	24.200	47.300	271.700	343.200	1.080		
1.090	201.720	49.200	12.300	263.220	1.090	22.000	49.500	271.700	343.200	1.090		
1.100	201.720	46.740	12.300	260.760	1.100	24.200	47.300	275.000	346.500	1.100		
1.110	201.720	49.200	12.300	263.220	1.110	24.200	49.500	275.000	348.700	1.110		
1.120	201.720	49.200	12.300	263.220	1.120	24.200	47.300	275.000	346.500	1.120		
1.130	201.720	49.200	12.300	263.220	1.130	22.000	49.500	275.000	346.500	1.130		
1.140	201.720	49.200	12.300	263.220	1.140	24.200	49.500	275.000	348.700	1.140		
1.150	201.720	46.740	12.300	260.760	1.150	24.200	49.500	275.000	348.700	1.150		
