timestamp, trial, HMD_x, HMD_y,HMD_z

# --- Trial 1 start ---
286.266,1,-39.3675,1.6881,-1.4382
286.281,1,-39.3683,1.6883,-1.4375
286.289,1,-39.3692,1.6884,-1.4369
286.297,1,-39.3700,1.6885,-1.4362
286.306,1,-39.3707,1.6887,-1.4356
286.318,1,-39.3715,1.6888,-1.4350
286.329,1,-39.3723,1.6890,-1.4344
286.340,1,-39.3731,1.6891,-1.4339
286.351,1,-39.3737,1.6893,-1.4334
286.369,1,-39.3742,1.6895,-1.4329
286.385,1,-39.3746,1.6896,-1.4324
286.393,1,-39.3757,1.6899,-1.4315
286.403,1,-39.3762,1.6900,-1.4311
286.418,1,-39.3765,1.6900,-1.4308
286.428,1,-39.3769,1.6899,-1.4304
286.439,1,-39.3773,1.6899,-1.4301
286.450,1,-39.3776,1.6898,-1.4299
286.464,1,-39.3779,1.6896,-1.4297
286.481,1,-39.3786,1.6894,-1.4292
286.491,1,-39.3789,1.6892,-1.4291
286.506,1,-39.3792,1.6889,-1.4290
286.517,1,-39.3796,1.6887,-1.4290
286.528,1,-39.3798,1.6884,-1.4290
286.540,1,-39.3799,1.6882,-1.4291
286.551,1,-39.3801,1.6881,-1.4291
286.562,1,-39.3802,1.6880,-1.4291
286.573,1,-39.3803,1.6879,-1.4291
286.584,1,-39.3804,1.6877,-1.4292
286.595,1,-39.3806,1.6875,-1.4292
286.606,1,-39.3808,1.6872,-1.4292
286.618,1,-39.3809,1.6871,-1.4292
286.629,1,-39.3809,1.6870,-1.4292
286.640,1,-39.3809,1.6869,-1.4292
286.651,1,-39.3808,1.6867,-1.4291
286.662,1,-39.3808,1.6866,-1.4291
286.673,1,-39.3808,1.6864,-1.4291
286.684,1,-39.3808,1.6862,-1.4290
286.695,1,-39.3808,1.6861,-1.4289
286.707,1,-39.3807,1.6859,-1.4288
286.718,1,-39.3807,1.6859,-1.4287
286.729,1,-39.3807,1.6859,-1.4286
286.740,1,-39.3806,1.6860,-1.4285
286.751,1,-39.3804,1.6861,-1.4284
286.762,1,-39.3803,1.6861,-1.4282
286.773,1,-39.3801,1.6862,-1.4280
286.784,1,-39.3799,1.6861,-1.4279
286.795,1,-39.3797,1.6859,-1.4276
286.806,1,-39.3795,1.6858,-1.4273
286.817,1,-39.3793,1.6857,-1.4271
286.828,1,-39.3791,1.6855,-1.4268
