C:\Users\Public\Documents\Novel Studio\load_data\2025-12-10\4\loadapp_2025-12-10_15-13-29-129.load
Comment r base
	PRY201-L::heel	PRY201-L::mid	PRY201-L::front	PRY201-L		PRY202-R::front	PRY202-R::mid	PRY202-R::heel	PRY202-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
4.110	128.700	204.490	354.640	687.830	4.110	79.860	29.700	7.260	116.820	4.110		
4.120	128.700	204.490	351.780	684.970	4.120	79.860	27.390	7.260	114.510	4.120		
4.130	127.270	204.490	354.640	686.400	4.130	82.500	27.390	7.260	117.150	4.130		
4.140	128.700	204.490	354.640	687.830	4.140	79.860	27.390	7.260	114.510	4.140		
4.150	128.700	204.490	354.640	687.830	4.150	79.860	29.700	7.260	116.820	4.150		
4.160	129.220	204.480	355.000	688.700	4.160	79.860	27.390	7.260	114.510	4.160		
4.170	129.220	204.480	352.160	685.860	4.170	79.860	27.390	7.260	114.510	4.170		
4.180	129.220	204.480	355.000	688.700	4.180	79.860	29.700	7.260	116.820	4.180		
4.190	129.220	204.480	352.160	685.860	4.190	79.860	29.700	7.260	116.820	4.190		
4.200	132.060	204.480	352.160	688.700	4.200	79.860	29.700	7.260	116.820	4.200		
4.210	129.220	204.480	352.160	685.860	4.210	79.860	29.700	7.260	116.820	4.210		
4.220	129.220	204.480	352.160	685.860	4.220	77.220	29.700	7.260	114.180	4.220		
4.230	129.220	204.480	352.160	685.860	4.230	79.860	29.700	7.260	116.820	4.230		
4.240	129.220	204.480	352.160	685.860	4.240	82.500	29.700	7.260	119.460	4.240		
4.250	129.220	204.480	355.000	688.700	4.250	79.860	29.700	7.260	116.820	4.250		
4.260	129.220	204.480	352.160	685.860	4.260	79.860	29.700	7.260	116.820	4.260		
4.270	129.220	204.480	349.320	683.020	4.270	79.860	27.390	7.260	114.510	4.270		
4.280	132.060	204.480	352.160	688.700	4.280	79.860	29.700	7.260	116.820	4.280		
4.290	132.060	201.640	349.320	683.020	4.290	79.860	29.700	9.900	119.460	4.290		
4.300	132.060	204.480	349.320	685.860	4.300	79.860	29.700	7.260	116.820	4.300		
4.310	131.600	201.600	350.000	683.200	4.310	79.860	29.700	7.260	116.820	4.310		
4.320	131.600	201.600	350.000	683.200	4.320	79.860	29.700	9.900	119.460	4.320		
4.330	131.600	201.600	350.000	683.200	4.330	79.860	29.700	9.900	119.460	4.330		
4.340	131.600	201.600	347.200	680.400	4.340	79.860	29.700	7.260	116.820	4.340		
4.350	131.600	201.600	350.000	683.200	4.350	79.860	29.700	9.900	119.460	4.350		
4.360	131.600	201.600	347.200	680.400	4.360	79.860	29.700	9.900	119.460	4.360		
4.370	131.600	201.600	350.000	683.200	4.370	79.860	29.700	9.900	119.460	4.370		
4.380	134.400	201.600	347.200	683.200	4.380	82.500	29.700	9.900	122.100	4.380		
4.390	134.400	201.600	344.400	680.400	4.390	79.860	29.700	9.900	119.460	4.390		
4.400	134.400	201.600	347.200	683.200	4.400	79.860	29.700	9.900	119.460	4.400		
4.410	134.400	201.600	347.200	683.200	4.410	79.860	29.700	9.900	119.460	4.410		
4.420	134.400	198.800	344.400	677.600	4.420	79.860	29.700	9.900	119.460	4.420		
4.430	134.400	201.600	344.400	680.400	4.430	79.860	32.340	9.900	122.100	4.430		
4.440	134.400	198.800	344.400	677.600	4.440	79.860	29.700	9.900	119.460	4.440		
4.450	134.400	198.800	344.400	677.600	4.450	79.860	29.700	9.900	119.460	4.450		
4.460	134.830	198.770	341.940	675.540	4.460	79.860	29.700	9.900	119.460	4.460		
4.470	134.830	201.550	344.720	681.100	4.470	79.860	32.340	12.210	124.410	4.470		
4.480	134.830	201.550	344.720	681.100	4.480	79.860	29.700	9.900	119.460	4.480		
4.490	134.830	198.770	341.940	675.540	4.490	79.860	29.700	9.900	119.460	4.490		
4.500	136.220	201.550	344.720	682.490	4.500	80.000	29.760	9.920	119.680	4.500		
4.510	134.830	201.550	344.720	681.100	4.510	80.000	29.760	12.480	122.240	4.510		
4.520	136.220	201.550	341.940	679.710	4.520	80.000	29.760	9.920	119.680	4.520		
4.530	136.220	201.550	341.940	679.710	4.530	77.440	29.760	9.920	117.120	4.530		
4.540	136.220	201.550	341.940	679.710	4.540	77.440	29.760	9.920	117.120	4.540		
4.550	136.220	204.330	344.720	685.270	4.550	77.440	29.760	12.480	119.680	4.550		
4.560	136.220	201.550	344.720	682.490	4.560	77.440	27.200	12.480	117.120	4.560		
4.570	136.220	201.550	347.500	685.270	4.570	77.440	29.760	12.480	119.680	4.570		
4.580	136.220	201.550	344.720	682.490	4.580	77.440	29.760	9.920	117.120	4.580		
4.590	136.220	204.330	344.720	685.270	4.590	77.440	29.760	12.480	119.680	4.590		
4.600	136.220	204.330	344.720	685.270	4.600	77.440	29.760	12.480	119.680	4.600		
4.610	137.200	204.400	344.400	686.000	4.610	77.440	29.760	9.920	117.120	4.610		
4.620	137.200	204.400	344.400	686.000	4.620	77.440	29.760	12.480	119.680	4.620		
4.630	137.200	204.400	347.200	688.800	4.630	77.440	27.200	12.480	117.120	4.630		
4.640	137.200	204.400	347.200	688.800	4.640	77.440	27.200	9.920	114.560	4.640		
4.650	137.200	204.400	347.200	688.800	4.650	74.710	27.280	12.400	114.390	4.650		
4.660	137.200	204.400	347.200	688.800	4.660	77.500	27.280	9.920	114.700	4.660		
4.670	137.200	204.400	347.200	688.800	4.670	74.710	29.760	12.400	116.870	4.670		
4.680	137.200	204.400	347.200	688.800	4.680	74.710	27.280	12.400	114.390	4.680		
4.690	137.200	204.400	347.200	688.800	4.690	74.710	27.280	12.400	114.390	4.690		
4.700	137.200	204.400	344.400	686.000	4.700	74.710	27.280	12.400	114.390	4.700		
4.710	137.200	204.400	347.200	688.800	4.710	74.710	27.280	9.920	111.910	4.710		
4.720	137.200	204.400	347.200	688.800	4.720	74.710	27.280	9.920	111.910	4.720		
4.730	137.200	204.400	347.200	688.800	4.730	77.500	27.280	12.400	117.180	4.730		
4.740	137.200	207.200	347.200	691.600	4.740	74.710	27.280	9.920	111.910	4.740		
4.750	137.200	207.200	350.000	694.400	4.750	74.710	27.280	9.920	111.910	4.750		
4.760	133.950	207.270	349.680	690.900	4.760	74.710	27.280	9.920	111.910	4.760		
4.770	133.950	207.270	349.680	690.900	4.770	77.500	27.280	9.920	114.700	4.770		
4.780	131.130	204.450	349.680	685.260	4.780	74.710	27.280	9.920	111.910	4.780		
4.790	133.950	207.270	352.500	693.720	4.790	74.710	27.280	7.440	109.430	4.790		
4.800	133.950	207.270	346.860	688.080	4.800	75.000	27.300	9.900	112.200	4.800		
4.810	133.950	207.270	349.680	690.900	4.810	75.000	27.300	9.900	112.200	4.810		
4.820	133.950	207.270	346.860	688.080	4.820	75.000	24.900	9.900	109.800	4.820		
4.830	133.950	207.270	346.860	688.080	4.830	75.000	27.300	9.900	112.200	4.830		
4.840	133.950	207.270	349.680	690.900	4.840	75.000	27.300	9.900	112.200	4.840		
4.850	133.950	207.270	352.500	693.720	4.850	75.000	27.300	9.900	112.200	4.850		
4.860	131.130	207.270	352.500	690.900	4.860	75.000	27.300	9.900	112.200	4.860		
4.870	131.130	208.680	352.500	692.310	4.870	75.000	27.300	9.900	112.200	4.870		
4.880	129.720	207.270	352.500	689.490	4.880	75.000	24.900	9.900	109.800	4.880		
4.890	129.720	207.270	352.500	689.490	4.890	75.000	27.300	9.900	112.200	4.890		
4.900	131.130	208.680	352.500	692.310	4.900	75.000	27.300	9.900	112.200	4.900		
4.910	129.050	208.800	352.350	690.200	4.910	75.000	27.300	7.500	109.800	4.910		
4.920	131.950	208.800	353.800	694.550	4.920	75.000	27.300	7.500	109.800	4.920		
4.930	131.950	208.800	353.800	694.550	4.930	75.000	27.300	7.500	109.800	4.930		
4.940	131.950	208.800	353.800	694.550	4.940	75.000	27.300	7.500	109.800	4.940		
4.950	131.950	208.800	353.800	694.550	4.950	74.710	24.800	7.440	106.950	4.950		
4.960	131.950	208.800	353.800	694.550	4.960	74.710	27.280	7.440	109.430	4.960		
4.970	129.050	211.700	359.600	700.350	4.970	74.710	27.280	7.440	109.430	4.970		
4.980	129.050	211.700	359.600	700.350	4.980	77.500	27.280	7.440	112.220	4.980		
4.990	126.150	208.800	359.600	694.550	4.990	74.710	27.280	7.440	109.430	4.990		
5.000	126.150	208.800	359.600	694.550	5.000	74.710	24.800	7.440	106.950	5.000		
5.010	126.150	211.700	359.600	697.450	5.010	74.710	24.800	4.960	104.470	5.010		
5.020	129.050	211.700	359.600	700.350	5.020	74.710	24.800	4.960	104.470	5.020		
5.030	126.150	208.800	359.600	694.550	5.030	77.500	24.800	4.960	107.260	5.030		
5.040	129.050	208.800	359.600	697.450	5.040	74.710	24.800	4.960	104.470	5.040		
5.050	129.050	211.700	362.500	703.250	5.050	77.500	24.800	4.960	107.260	5.050		
5.060	126.840	211.400	362.400	700.640	5.060	74.710	24.800	2.480	101.990	5.060		
5.070	126.840	211.400	363.910	702.150	5.070	74.710	24.800	2.480	101.990	5.070		
5.080	126.840	214.420	363.910	705.170	5.080	74.710	24.800	2.480	101.990	5.080		
5.090	123.820	214.420	366.930	705.170	5.090	74.710	24.800	2.480	101.990	5.090		
5.100	123.820	217.440	369.950	711.210	5.100	75.000	24.900	2.400	102.300	5.100		
5.110	123.820	214.420	371.460	709.700	5.110	72.300	24.900	2.400	99.600	5.110		
5.120	122.310	217.440	371.460	711.210	5.120	72.300	22.500	0.000	94.800	5.120		
5.130	123.820	217.440	371.460	712.720	5.130	72.300	22.500	2.400	97.200	5.130		
5.140	123.820	218.950	374.480	717.250	5.140	69.900	22.500	0.000	92.400	5.140		
5.150	123.820	218.950	374.480	717.250	5.150	69.900	22.500	0.000	92.400	5.150		
5.160	123.820	221.970	374.480	720.270	5.160	69.900	19.800	0.000	89.700	5.160		
5.170	123.820	221.970	377.500	723.290	5.170	67.500	17.400	0.000	84.900	5.170		
5.180	126.840	224.990	377.500	729.330	5.180	64.800	17.400	0.000	82.200	5.180		
5.190	126.840	224.990	377.500	729.330	5.190	62.400	17.400	0.000	79.800	5.190		
5.200	129.860	224.990	377.500	732.350	5.200	62.400	15.000	0.000	77.400	5.200		
5.210	131.370	226.500	377.500	735.370	5.210	60.000	15.000	0.000	75.000	5.210		
5.220	134.390	226.500	377.500	738.390	5.220	54.900	12.300	0.000	67.200	5.220		
5.230	137.410	229.520	374.480	741.410	5.230	54.900	12.300	0.000	67.200	5.230		
5.240	138.920	229.520	374.480	742.920	5.240	49.800	12.300	0.000	62.100	5.240		
5.250	141.940	229.520	371.460	742.920	5.250	47.500	9.880	0.000	57.380	5.250		
5.260	146.470	231.030	371.460	748.960	5.260	47.500	9.880	0.000	57.380	5.260		
5.270	149.490	234.050	371.460	755.000	5.270	42.370	7.410	0.000	49.780	5.270		
5.280	151.000	234.050	371.460	756.510	5.280	42.370	7.410	0.000	49.780	5.280		
5.290	151.000	234.050	369.950	755.000	5.290	39.900	7.410	0.000	47.310	5.290		
5.300	154.020	237.070	371.460	762.550	5.300	37.430	7.410	0.000	44.840	5.300		
5.310	157.040	237.070	369.950	764.060	5.310	37.430	7.410	0.000	44.840	5.310		
5.320	161.570	237.070	366.930	765.570	5.320	37.430	4.940	0.000	42.370	5.320		
5.330	166.100	238.580	363.910	768.590	5.330	34.960	4.940	0.000	39.900	5.330		
5.340	169.120	237.070	359.380	765.570	5.340	34.960	4.940	0.000	39.900	5.340		
5.350	173.650	237.070	356.360	767.080	5.350	32.490	2.470	0.000	34.960	5.350		
5.360	178.920	237.140	355.000	771.060	5.360	27.360	4.940	0.000	32.300	5.360		
5.370	184.600	237.140	352.160	773.900	5.370	24.890	4.940	0.000	29.830	5.370		
5.380	187.440	237.140	352.160	776.740	5.380	19.950	2.470	0.000	22.420	5.380		
5.390	188.860	237.140	349.320	775.320	5.390	19.950	2.470	0.000	22.420	5.390		
