C:\Users\Public\Documents\Novel Studio\load_data\2025-12-11\7\loadapp_2025-12-11_11-11-22-632.load
Comment s7 w
	-R::front	-R::mid	-R::heel	-R		PRY201-L::heel	PRY201-L::mid	PRY201-L::front	PRY201-L		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
9.390	0.000	0.000	0.000	0.000	9.390	264.450	221.880	224.460	710.790	9.390		
9.400	0.000	0.000	0.000	0.000	9.400	259.290	229.620	237.360	726.270	9.400		
9.410	0.000	0.000	0.000	0.000	9.410	254.130	232.200	248.970	735.300	9.410		
9.420	0.000	0.000	0.000	0.000	9.420	246.390	239.940	261.870	748.200	9.420		
9.430	0.000	0.000	0.000	0.000	9.430	239.940	241.230	272.190	753.360	9.430		
9.440	0.000	0.000	0.000	0.000	9.440	232.200	246.390	286.380	764.970	9.440		
9.450	0.000	0.000	0.000	0.000	9.450	219.510	252.030	300.810	772.350	9.450		
9.460	0.000	0.000	0.000	0.000	9.460	203.250	257.450	317.070	777.770	9.460		
9.470	0.000	0.000	0.000	0.000	9.470	192.410	260.160	336.040	788.610	9.470		
9.480	0.000	0.000	0.000	0.000	9.480	176.150	262.870	355.010	794.030	9.480		
9.490	0.000	0.000	0.000	0.000	9.490	159.890	265.580	373.980	799.450	9.490		
9.500	0.000	0.000	0.000	0.000	9.500	138.210	265.580	395.660	799.450	9.500		
9.510	0.000	0.000	0.000	0.000	9.510	119.240	262.870	420.050	802.160	9.510		
9.520	0.000	0.000	0.000	0.000	9.520	97.560	260.160	444.440	802.160	9.520		
9.530	0.000	0.000	0.000	0.000	9.530	75.880	257.450	474.250	807.580	9.530		
9.540	0.000	0.000	0.000	0.000	9.540	59.620	249.320	512.190	821.130	9.540		
9.550	0.000	0.000	0.000	0.000	9.550	43.360	238.480	544.710	826.550	9.550		
9.560	0.000	0.000	0.000	0.000	9.560	32.520	224.930	579.940	837.390	9.560		
9.570	0.000	0.000	0.000	0.000	9.570	27.100	208.670	612.460	848.230	9.570		
9.580	0.000	0.000	0.000	0.000	9.580	16.260	186.990	644.980	848.230	9.580		
9.590	0.000	0.000	0.000	0.000	9.590	10.840	165.310	677.500	853.650	9.590		
9.600	0.000	0.000	0.000	0.000	9.600	6.000	141.000	702.000	849.000	9.600		
9.610	0.000	0.000	11.690	11.690	9.610	3.000	120.000	720.000	843.000	9.610		
9.620	0.000	0.000	28.390	28.390	9.620	0.000	99.000	738.000	837.000	9.620		
9.630	0.000	0.000	53.440	53.440	9.630	0.000	78.000	750.000	828.000	9.630		
9.640	0.000	1.670	91.850	93.520	9.640	0.000	63.000	750.000	813.000	9.640		
9.650	0.000	1.670	133.600	135.270	9.650	0.000	48.000	741.000	789.000	9.650		
9.660	0.000	3.340	177.020	180.360	9.660	0.000	36.000	726.000	762.000	9.660		
9.670	0.000	3.340	212.090	215.430	9.670	0.000	24.000	702.000	726.000	9.670		
9.680	0.000	6.680	247.160	253.840	9.680	0.000	12.000	669.000	681.000	9.680		
9.690	0.000	8.350	273.880	282.230	9.690	0.000	0.000	630.000	630.000	9.690		
9.700	0.000	13.360	292.250	305.610	9.700	0.000	0.000	594.000	594.000	9.700		
9.710	0.000	21.710	317.300	339.010	9.710	0.000	0.000	543.000	543.000	9.710		
9.720	3.340	33.400	352.370	389.110	9.720	0.000	0.000	480.000	480.000	9.720		
9.730	11.690	53.440	387.440	452.570	9.730	0.000	0.000	414.000	414.000	9.730		
9.740	21.710	76.820	417.500	516.030	9.740	0.000	0.000	345.000	345.000	9.740		
9.750	27.720	97.020	443.520	568.260	9.750	0.000	0.000	270.000	270.000	9.750		
9.760	39.270	108.570	466.620	614.460	9.760	0.000	0.000	196.560	196.560	9.760		
9.770	46.200	122.430	492.030	660.660	9.770	0.000	0.000	146.880	146.880	9.770		
9.780	50.820	133.980	512.820	697.620	9.780	0.000	0.000	106.920	106.920	9.780		
9.790	57.750	147.840	533.610	739.200	9.790	0.000	0.000	87.480	87.480	9.790		
9.800	66.990	159.390	552.090	778.470	9.800	0.000	0.000	64.800	64.800	9.800		
9.810	71.610	170.940	563.640	806.190	9.810	0.000	0.000	49.680	49.680	9.810		
9.820	78.540	184.800	572.880	836.220	9.820	2.160	0.000	36.720	38.880	9.820		
9.830	87.780	194.040	577.500	859.320	9.830	2.160	0.000	29.160	31.320	9.830		
9.840	94.710	200.970	572.880	868.560	9.840	2.160	0.000	29.160	31.320	9.840		
9.850	99.330	205.590	568.260	873.180	9.850	2.160	0.000	24.840	27.000	9.850		
9.860	106.260	207.900	561.330	875.490	9.860	2.160	0.000	21.600	23.760	9.860		
9.870	108.570	210.210	554.400	873.180	9.870	0.000	0.000	21.600	21.600	9.870		
9.880	115.500	210.210	542.850	868.560	9.880	2.160	0.000	17.280	19.440	9.880		
9.890	122.430	210.210	533.610	866.250	9.890	2.160	0.000	14.040	16.200	9.890		
9.900	123.310	211.090	522.500	856.900	9.900	0.000	0.000	15.000	15.000	9.900		
9.910	129.580	206.910	503.690	840.180	9.910	0.000	0.000	15.000	15.000	9.910		
9.920	131.670	206.910	489.060	827.640	9.920	0.000	0.000	15.000	15.000	9.920		
9.930	133.760	200.640	472.340	806.740	9.930	0.000	0.000	12.480	12.480	9.930		
9.940	135.850	200.640	451.440	787.930	9.940	0.000	0.000	9.960	9.960	9.940		
9.950	137.940	198.550	430.540	767.030	9.950	2.460	0.000	12.480	14.940	9.950		
9.960	142.120	194.370	411.730	748.220	9.960	2.460	0.000	9.960	12.420	9.960		
9.970	146.300	192.280	392.920	731.500	9.970	0.000	0.000	9.960	9.960	9.970		
9.980	150.480	188.100	376.200	714.780	9.980	2.460	0.000	7.500	9.960	9.980		
9.990	156.750	188.100	361.570	706.420	9.990	0.000	0.000	9.960	9.960	9.990		
10.000	160.930	188.100	349.030	698.060	10.000	0.000	0.000	7.500	7.500	10.000		
10.010	167.200	188.100	340.670	695.970	10.010	2.460	0.000	7.500	9.960	10.010		
10.020	171.380	188.100	332.310	691.790	10.020	2.460	0.000	7.500	9.960	10.020		
10.030	179.740	192.280	326.040	698.060	10.030	0.000	0.000	7.500	7.500	10.030		
10.040	183.920	194.370	315.590	693.880	10.040	0.000	0.000	7.500	7.500	10.040		
10.050	194.700	196.470	309.750	700.920	10.050	0.000	0.000	5.000	5.000	10.050		
10.060	201.780	198.240	300.900	700.920	10.060	0.000	0.000	5.000	5.000	10.060		
10.070	212.400	207.090	292.050	711.540	10.070	0.000	0.000	5.000	5.000	10.070		
10.080	224.790	212.400	284.970	722.160	10.080	0.000	0.000	5.000	5.000	10.080		
10.090	233.640	215.940	274.350	723.930	10.090	0.000	0.000	5.000	5.000	10.090		
10.100	244.260	221.250	263.730	729.240	10.100	0.000	0.000	5.000	5.000	10.100		
10.110	256.650	228.330	251.340	736.320	10.110	0.000	0.000	2.500	2.500	10.110		
10.120	269.040	237.180	238.950	745.170	10.120	0.000	0.000	2.500	2.500	10.120		
10.130	284.970	244.260	226.560	755.790	10.130	0.000	0.000	5.000	5.000	10.130		
10.140	304.440	254.880	212.400	771.720	10.140	0.000	0.000	5.000	5.000	10.140		
10.150	323.910	263.730	196.470	784.110	10.150	0.000	0.000	5.000	5.000	10.150		
10.160	348.690	270.810	177.000	796.500	10.160	0.000	0.000	5.000	5.000	10.160		
10.170	378.780	281.430	153.990	814.200	10.170	0.000	0.000	5.000	5.000	10.170		
10.180	408.870	286.740	130.980	826.590	10.180	0.000	0.000	5.000	5.000	10.180		
10.190	442.500	288.510	109.740	840.750	10.190	0.000	0.000	5.000	5.000	10.190		
10.200	476.850	283.220	83.810	843.880	10.200	0.000	0.000	6.350	6.350	10.200		
10.210	511.530	274.550	63.580	849.660	10.210	0.000	0.000	3.810	3.810	10.210		
10.220	546.210	260.100	52.020	858.330	10.220	3.810	0.000	0.000	3.810	10.220		
10.230	580.890	239.870	37.570	858.330	10.230	19.050	3.810	0.000	22.860	10.230		
10.240	612.680	213.860	31.790	858.330	10.240	46.990	3.810	0.000	50.800	10.240		
10.250	647.360	190.740	17.340	855.440	10.250	86.360	6.350	0.000	92.710	10.250		
10.260	670.480	167.620	11.560	849.660	10.260	132.080	3.810	0.000	135.890	10.260		
10.270	696.490	144.500	2.890	843.880	10.270	163.830	6.350	0.000	170.180	10.270		
10.280	713.830	118.490	0.000	832.320	10.280	191.770	11.430	0.000	203.200	10.280		
10.290	722.500	95.370	0.000	817.870	10.290	229.870	21.590	0.000	251.460	10.290		
10.300	719.610	75.140	0.000	794.750	10.300	266.700	36.830	1.270	304.800	10.300		
10.310	708.050	57.800	0.000	765.850	10.310	297.180	62.230	6.350	365.760	10.310		
10.320	690.710	46.240	0.000	736.950	10.320	312.420	83.820	11.430	407.670	10.320		
10.330	661.810	34.680	0.000	696.490	10.330	314.960	99.060	21.590	435.610	10.330		
10.340	615.570	26.010	0.000	641.580	10.340	317.500	114.300	34.290	466.090	10.340		
10.350	557.500	15.610	0.000	573.110	10.350	321.750	132.000	46.200	499.950	10.350		
10.360	503.980	6.690	0.000	510.670	10.360	330.000	146.850	59.400	536.250	10.360		
10.370	446.000	2.230	0.000	448.230	10.370	341.550	166.650	74.250	582.450	10.370		
10.380	379.100	0.000	0.000	379.100	10.380	356.400	189.750	89.100	635.250	10.380		
10.390	303.280	0.000	0.000	303.280	10.390	376.200	211.200	103.950	691.350	10.390		
10.400	229.690	0.000	0.000	229.690	10.400	394.350	234.300	118.800	747.450	10.400		
10.410	160.560	0.000	0.000	160.560	10.410	405.900	259.050	136.950	801.900	10.410		
10.420	109.270	0.000	0.000	109.270	10.420	412.500	273.900	148.500	834.900	10.420		
10.430	71.360	0.000	0.000	71.360	10.430	412.500	287.100	161.700	861.300	10.430		
10.440	42.370	0.000	0.000	42.370	10.440	404.250	298.650	174.900	877.800	10.440		
10.450	15.610	0.000	4.460	20.070	10.450	391.050	303.600	186.450	881.100	10.450		
10.460	6.690	0.000	6.690	13.380	10.460	374.550	311.850	194.700	881.100	10.460		
10.470	2.230	0.000	4.460	6.690	10.470	359.700	313.500	204.600	877.800	10.470		
10.480	0.000	0.000	4.460	4.460	10.480	336.600	311.850	211.200	859.650	10.480		
10.490	0.000	0.000	2.230	2.230	10.490	313.500	308.550	216.150	838.200	10.490		
10.500	0.000	0.000	2.500	2.500	10.500	288.600	304.880	226.440	819.920	10.500		
10.510	0.000	0.000	2.500	2.500	10.510	266.400	298.960	232.360	797.720	10.510		
10.520	0.000	0.000	5.000	5.000	10.520	247.160	291.560	233.840	772.560	10.520		
10.530	0.000	0.000	5.000	5.000	10.530	224.960	287.120	241.240	753.320	10.530		
10.540	0.000	0.000	5.000	5.000	10.540	204.240	279.720	247.160	731.120	10.540		
10.550	0.000	0.000	2.500	2.500	10.550	185.000	272.320	251.600	708.920	10.550		
10.560	0.000	0.000	2.500	2.500	10.560	167.240	266.400	259.000	692.640	10.560		
10.570	0.000	0.000	2.500	2.500	10.570	152.440	259.000	264.920	676.360	10.570		
10.580	0.000	0.000	2.500	2.500	10.580	136.160	251.600	269.360	657.120	10.580		
10.590	0.000	0.000	2.500	2.500	10.590	121.360	247.160	284.160	652.680	10.590		
10.600	0.000	0.000	2.500	2.500	10.600	112.480	244.200	297.480	654.160	10.600		
10.610	0.000	0.000	2.500	2.500	10.610	102.120	244.200	312.280	658.600	10.610		
10.620	0.000	0.000	2.500	2.500	10.620	91.760	244.200	328.560	664.520	10.620		
10.630	0.000	0.000	2.500	2.500	10.630	84.360	244.200	349.280	677.840	10.630		
10.640	0.000	0.000	2.500	2.500	10.640	76.960	247.160	370.000	694.120	10.640		
10.650	0.000	0.000	2.500	2.500	10.650	71.500	248.820	394.680	715.000	10.650		
10.660	0.000	0.000	2.500	2.500	10.660	62.920	251.680	414.700	729.300	10.660		
10.670	0.000	0.000	2.500	2.500	10.670	57.200	251.680	437.580	746.460	10.670		
10.680	0.000	0.000	2.500	2.500	10.680	54.340	251.680	463.320	769.340	10.680		
10.690	0.000	0.000	2.500	2.500	10.690	45.760	245.960	486.200	777.920	10.690		
10.700	0.000	0.000	0.000	0.000	10.700	40.040	237.380	506.220	783.640	10.700		
10.710	0.000	0.000	0.000	0.000	10.710	37.180	231.660	529.100	797.940	10.710		
10.720	0.000	0.000	0.000	0.000	10.720	31.460	220.220	549.120	800.800	10.720		
10.730	0.000	0.000	0.000	0.000	10.730	22.880	211.640	572.000	806.520	10.730		
10.740	0.000	0.000	0.000	0.000	10.740	17.160	200.200	594.880	812.240	10.740		
10.750	0.000	0.000	0.000	0.000	10.750	14.300	188.760	614.900	817.960	10.750		
10.760	0.000	0.000	0.000	0.000	10.760	8.580	177.320	643.500	829.400	10.760		
10.770	0.000	0.000	0.000	0.000	10.770	8.580	165.880	669.240	843.700	10.770		
10.780	0.000	0.000	0.000	0.000	10.780	5.720	154.440	694.980	855.140	10.780		
10.790	0.000	0.000	0.000	0.000	10.790	2.860	140.140	715.000	858.000	10.790		
10.800	0.000	0.000	0.000	0.000	10.800	0.000	124.640	738.000	862.640	10.800		
10.810	0.000	0.000	0.000	0.000	10.810	0.000	114.800	760.960	875.760	10.810		
10.820	1.940	0.000	0.000	1.940	10.820	0.000	98.400	777.360	875.760	10.820		
10.830	1.940	0.000	0.000	1.940	10.830	0.000	85.280	793.760	879.040	10.830		
10.840	1.940	0.000	0.000	1.940	10.840	0.000	75.440	806.880	882.320	10.840		
10.850	0.000	0.000	0.000	0.000	10.850	0.000	62.320	813.440	875.760	10.850		
10.860	0.000	0.000	9.700	9.700	10.860	0.000	55.760	820.000	875.760	10.860		
10.870	0.000	0.000	27.160	27.160	10.870	0.000	49.200	816.720	865.920	10.870		
10.880	0.000	0.000	59.170	59.170	10.880	0.000	36.080	810.160	846.240	10.880		
10.890	0.000	0.000	94.090	94.090	10.890	0.000	29.520	797.040	826.560	10.890		
10.900	0.000	0.000	122.220	122.220	10.900	0.000	19.680	780.640	800.320	10.900		
10.910	0.000	0.000	144.530	144.530	10.910	0.000	9.840	760.960	770.800	10.910		
10.920	0.000	0.000	166.840	166.840	10.920	0.000	0.000	731.440	731.440	10.920		
10.930	0.000	1.940	199.820	201.760	10.930	0.000	0.000	701.920	701.920	10.930		
10.940	0.000	6.790	242.500	249.290	10.940	0.000	0.000	659.280	659.280	10.940		
10.950	4.380	15.330	297.840	317.550	10.950	0.000	0.000	600.000	600.000	10.950		
10.960	10.950	43.800	359.160	413.910	10.960	0.000	0.000	532.800	532.800	10.960		
10.970	21.900	67.890	396.390	486.180	10.970	0.000	0.000	460.800	460.800	10.970		
10.980	32.850	89.790	424.860	547.500	10.980	0.000	0.000	381.600	381.600	10.980		
10.990	43.800	100.740	442.380	586.920	10.990	0.000	0.000	295.200	295.200	10.990		
11.000	56.940	113.880	462.090	632.910	11.000	0.000	0.000	216.000	216.000	11.000		
11.010	63.510	129.210	481.800	674.520	11.010	0.000	0.000	156.000	156.000	11.010		
11.020	74.460	142.350	499.320	716.130	11.020	0.000	0.000	112.800	112.800	11.020		
11.030	81.030	153.300	514.650	748.980	11.030	0.000	0.000	84.000	84.000	11.030		
11.040	91.980	166.440	529.980	788.400	11.040	0.000	0.000	62.400	62.400	11.040		
11.050	98.550	179.580	540.930	819.060	11.050	2.400	0.000	43.200	45.600	11.050		
11.060	107.310	188.340	547.500	843.150	11.060	2.400	0.000	33.600	36.000	11.060		
11.070	116.070	199.290	547.500	862.860	11.070	2.400	0.000	31.200	33.600	11.070		
11.080	127.020	208.050	543.120	878.190	11.080	2.400	0.000	28.800	31.200	11.080		
11.090	133.590	219.000	538.740	891.330	11.090	2.400	0.000	24.000	26.400	11.090		
11.100	142.040	226.840	530.000	898.880	11.100	2.480	0.000	20.000	22.480	11.100		
11.110	146.280	231.080	521.520	898.880	11.110	2.480	0.000	20.000	22.480	11.110		
11.120	148.400	233.200	510.920	892.520	11.120	2.480	0.000	20.000	22.480	11.120		
11.130	150.520	237.440	498.200	886.160	11.130	2.480	0.000	20.000	22.480	11.130		
11.140	154.760	239.560	483.360	877.680	11.140	2.480	0.000	20.000	22.480	11.140		
11.150	154.760	239.560	468.520	862.840	11.150	2.480	0.000	17.440	19.920	11.150		
11.160	150.520	237.440	451.560	839.520	11.160	2.480	0.000	17.440	19.920	11.160		
11.170	150.520	237.440	434.600	822.560	11.170	2.480	0.000	14.960	17.440	11.170		
11.180	150.520	233.200	411.280	795.000	11.180	2.480	0.000	14.960	17.440	11.180		
11.190	150.520	233.200	392.200	775.920	11.190	2.480	0.000	14.960	17.440	11.190		
11.200	150.520	233.200	368.880	752.600	11.200	2.480	0.000	14.960	17.440	11.200		
11.210	150.520	237.440	349.800	737.760	11.210	2.480	0.000	12.480	14.960	11.210		
11.220	150.520	239.560	334.960	725.040	11.220	2.480	0.000	14.960	17.440	11.220		
11.230	154.760	241.680	318.000	714.440	11.230	2.480	0.000	14.960	17.440	11.230		
11.240	156.880	245.920	307.400	710.200	11.240	2.480	0.000	14.960	17.440	11.240		
11.250	159.820	248.880	296.460	705.160	11.250	2.500	0.000	12.500	15.000	11.250		
11.260	162.260	257.420	289.140	708.820	11.260	2.500	0.000	12.500	15.000	11.260		
11.270	164.700	262.300	281.820	708.820	11.270	2.500	0.000	12.500	15.000	11.270		
11.280	167.140	267.180	274.500	708.820	11.280	2.500	0.000	10.000	12.500	11.280		
11.290	172.020	269.620	267.180	708.820	11.290	2.500	0.000	12.500	15.000	11.290		
11.300	176.900	274.500	262.300	713.700	11.300	2.500	0.000	12.500	15.000	11.300		
11.310	184.220	281.820	259.860	725.900	11.310	2.500	0.000	12.500	15.000	11.310		
11.320	191.540	284.260	251.320	727.120	11.320	2.500	0.000	10.000	12.500	11.320		
11.330	201.300	286.700	244.000	732.000	11.330	2.500	0.000	10.000	12.500	11.330		
11.340	207.400	286.700	239.120	733.220	11.340	2.500	0.000	7.500	10.000	11.340		
11.350	217.160	289.140	234.240	740.540	11.350	2.500	0.000	7.500	10.000	11.350		
11.360	226.920	289.140	229.360	745.420	11.360	2.500	0.000	7.500	10.000	11.360		
11.370	241.560	294.020	224.480	760.060	11.370	2.500	0.000	7.500	10.000	11.370		
11.380	257.420	298.900	219.600	775.920	11.380	2.500	0.000	7.500	10.000	11.380		
11.390	276.940	305.000	209.840	791.780	11.390	2.500	0.000	7.500	10.000	11.390		
11.400	297.540	313.200	195.750	806.490	11.400	1.900	0.000	6.650	8.550	11.400		
11.410	321.030	321.030	177.480	819.540	11.410	1.900	0.000	6.650	8.550	11.410		
11.420	344.520	326.250	159.210	829.980	11.420	1.900	0.000	9.500	11.400	11.420		
11.430	368.010	328.860	135.720	832.590	11.430	1.900	0.000	6.650	8.550	11.430		
11.440	394.110	328.860	109.620	832.590	11.440	1.900	0.000	9.500	11.400	11.440		
11.450	422.820	323.640	86.130	832.590	11.450	1.900	0.000	6.650	8.550	11.450		
11.460	454.140	313.200	65.250	832.590	11.460	4.750	0.000	0.000	4.750	11.460		
11.470	480.240	300.150	54.810	835.200	11.470	17.100	1.900	0.000	19.000	11.470		
11.480	514.170	287.100	39.150	840.420	11.480	37.050	1.900	0.000	38.950	11.480		
11.490	542.880	266.220	26.100	835.200	11.490	74.100	4.750	0.000	78.850	11.490		
11.500	576.810	240.120	15.660	832.590	11.500	109.250	4.750	0.000	114.000	11.500		
11.510	600.300	219.240	2.610	822.150	11.510	139.650	6.650	0.000	146.300	11.510		
11.520	623.790	195.750	0.000	819.540	11.520	174.800	12.350	0.000	187.150	11.520		
11.530	639.450	172.260	0.000	811.710	11.530	214.700	26.600	0.000	241.300	11.530		
11.540	652.500	146.160	0.000	798.660	11.540	237.500	47.500	4.750	289.750	11.540		
11.550	660.000	118.800	0.000	778.800	11.550	246.490	61.230	14.130	321.850	11.550		
11.560	654.720	95.040	0.000	749.760	11.560	246.490	76.930	23.550	346.970	11.560		
11.570	646.800	79.200	0.000	726.000	11.570	249.630	91.060	42.390	383.080	11.570		
11.580	625.680	60.720	0.000	686.400	11.580	257.480	109.900	59.660	427.040	11.580		
11.590	588.720	47.520	0.000	636.240	11.590	271.610	127.170	76.930	475.710	11.590		
11.600	538.560	39.600	0.000	578.160	11.600	288.880	141.300	89.490	519.670	11.600		
11.610	493.680	29.040	0.000	522.720	11.610	309.290	164.850	103.620	577.760	11.610		
11.620	440.880	18.480	0.000	459.360	11.620	331.270	183.690	122.460	637.420	11.620		
11.630	374.880	10.560	0.000	385.440	11.630	346.970	200.960	136.590	684.520	11.630		
11.640	300.960	2.640	0.000	303.600	11.640	364.240	221.370	149.150	734.760	11.640		
11.650	227.040	0.000	0.000	227.040	11.650	379.940	241.780	164.850	786.570	11.650		
11.660	155.760	0.000	0.000	155.760	11.660	389.360	257.480	177.410	824.250	11.660		
11.670	102.960	0.000	0.000	102.960	11.670	392.500	266.900	186.830	846.230	11.670		
11.680	71.280	0.000	0.000	71.280	11.680	386.220	274.750	194.680	855.650	11.680		
11.690	44.880	0.000	0.000	44.880	11.690	379.940	276.320	204.100	860.360	11.690		
11.700	25.000	0.000	2.500	27.500	11.700	370.000	276.760	211.640	858.400	11.700		
11.710	10.000	0.000	5.000	15.000	11.710	359.640	279.720	219.040	858.400	11.710		
11.720	5.000	0.000	5.000	10.000	11.720	349.280	276.760	224.960	851.000	11.720		
11.730	2.500	0.000	5.000	7.500	11.730	338.920	273.800	229.400	842.120	11.730		
11.740	2.500	0.000	5.000	7.500	11.740	327.080	269.360	232.360	828.800	11.740		
11.750	2.500	0.000	5.000	7.500	11.750	312.280	261.960	239.760	814.000	11.750		
11.760	0.000	0.000	2.500	2.500	11.760	297.480	254.560	244.200	796.240	11.760		
11.770	0.000	0.000	5.000	5.000	11.770	279.720	247.160	248.640	775.520	11.770		
11.780	0.000	0.000	2.500	2.500	11.780	259.000	239.760	254.560	753.320	11.780		
11.790	0.000	0.000	2.500	2.500	11.790	239.760	229.400	261.960	731.120	11.790		
11.800	0.000	0.000	5.000	5.000	11.800	222.000	222.000	264.920	708.920	11.800		
11.810	0.000	0.000	5.000	5.000	11.810	208.680	214.600	269.360	692.640	11.810		
11.820	0.000	0.000	5.000	5.000	11.820	199.800	208.680	273.800	682.280	11.820		
11.830	0.000	0.000	5.000	5.000	11.830	189.440	204.240	276.760	670.440	11.830		
11.840	0.000	0.000	5.000	5.000	11.840	182.040	201.280	279.720	663.040	11.840		
11.850	0.000	0.000	5.000	5.000	11.850	174.960	202.500	283.500	660.960	11.850		
11.860	0.000	0.000	5.000	5.000	11.860	171.720	202.500	289.980	664.200	11.860		
11.870	0.000	0.000	5.000	5.000	11.870	168.480	207.360	296.460	672.300	11.870		
11.880	0.000	0.000	5.000	5.000	11.880	166.860	207.360	301.320	675.540	11.880		
11.890	0.000	0.000	5.000	5.000	11.890	166.860	212.220	309.420	688.500	11.890		
11.900	0.000	0.000	5.000	5.000	11.900	166.860	217.080	314.280	698.220	11.900		
11.910	0.000	0.000	2.500	2.500	11.910	166.860	223.560	327.240	717.660	11.910		
11.920	0.000	0.000	5.000	5.000	11.920	166.860	228.420	333.720	729.000	11.920		
11.930	0.000	0.000	2.500	2.500	11.930	166.860	236.520	341.820	745.200	11.930		
11.940	0.000	0.000	2.500	2.500	11.940	163.620	241.380	349.920	754.920	11.940		
11.950	0.000	0.000	2.500	2.500	11.950	163.620	246.240	356.400	766.260	11.950		
11.960	0.000	0.000	2.500	2.500	11.960	162.000	249.480	366.120	777.600	11.960		
11.970	0.000	0.000	2.500	2.500	11.970	157.140	255.960	377.460	790.560	11.970		
11.980	0.000	0.000	0.000	0.000	11.980	149.040	255.960	388.800	793.800	11.980		
11.990	0.000	0.000	0.000	0.000	11.990	139.320	262.440	405.000	806.760	11.990		
12.000	0.000	0.000	0.000	0.000	12.000	124.740	261.360	421.740	807.840	12.000		
12.010	0.000	0.000	0.000	0.000	12.010	109.890	261.360	439.560	810.810	12.010		
12.020	0.000	0.000	0.000	0.000	12.020	95.040	261.360	466.290	822.690	12.020		
12.030	0.000	0.000	0.000	0.000	12.030	83.160	255.420	490.050	828.630	12.030		
12.040	0.000	0.000	0.000	0.000	12.040	68.310	249.480	522.720	840.510	12.040		
12.050	0.000	0.000	0.000	0.000	12.050	53.460	234.630	552.420	840.510	12.050		
12.060	0.000	0.000	0.000	0.000	12.060	41.580	219.780	588.060	849.420	12.060		
12.070	0.000	0.000	0.000	0.000	12.070	32.670	201.960	620.730	855.360	12.070		
12.080	0.000	0.000	0.000	0.000	12.080	26.730	175.230	656.370	858.330	12.080		
12.090	0.000	0.000	9.750	9.750	12.090	20.790	151.470	680.130	852.390	12.090		
12.100	0.000	2.250	27.000	29.250	12.100	14.850	124.740	706.860	846.450	12.100		
12.110	0.000	2.250	54.750	57.000	12.110	8.910	100.980	724.680	834.570	12.110		
12.120	0.000	4.500	99.750	104.250	12.120	5.940	77.220	736.560	819.720	12.120		
12.130	0.000	4.500	147.000	151.500	12.130	0.000	59.400	742.500	801.900	12.130		
12.140	0.000	4.500	187.500	192.000	12.140	0.000	44.550	736.560	781.110	12.140		
12.150	0.000	4.220	219.440	223.660	12.150	0.000	31.900	725.000	756.900	12.150		
12.160	0.000	6.330	246.870	253.200	12.160	0.000	17.400	698.900	716.300	12.160		
12.170	0.000	10.550	267.970	278.520	12.170	0.000	11.600	669.900	681.500	12.170		
12.180	0.000	16.880	289.070	305.950	12.180	0.000	0.000	635.100	635.100	12.180		
12.190	0.000	21.100	312.280	333.380	12.190	0.000	0.000	588.700	588.700	12.190		
12.200	4.220	35.870	339.710	379.800	12.200	0.000	0.000	536.500	536.500	12.200		
12.210	10.550	54.860	362.920	428.330	12.210	0.000	0.000	481.400	481.400	12.210		
12.220	21.100	73.850	386.130	481.080	12.220	0.000	0.000	420.500	420.500	12.220		
12.230	31.650	90.730	407.230	529.610	12.230	0.000	0.000	350.900	350.900	12.230		
12.240	42.200	105.500	428.330	576.030	12.240	0.000	0.000	275.500	275.500	12.240		
12.250	54.860	122.380	451.540	628.780	12.250	0.000	0.000	200.100	200.100	12.250		
12.260	59.080	130.820	468.420	658.320	12.260	0.000	0.000	145.000	145.000	12.260		
12.270	65.410	143.480	489.520	698.410	12.270	0.000	0.000	107.300	107.300	12.270		
12.280	71.740	154.030	508.510	734.280	12.280	0.000	0.000	87.000	87.000	12.280		
12.290	78.070	166.690	527.500	772.260	12.290	0.000	0.000	63.800	63.800	12.290		
12.300	83.880	181.740	542.890	808.510	12.300	0.000	0.000	45.000	45.000	12.300		
12.310	90.870	191.060	559.200	841.130	12.310	2.340	0.000	32.400	34.740	12.310		
12.320	95.530	200.380	568.520	864.430	12.320	2.340	0.000	27.360	29.700	12.320		
12.330	97.860	209.700	573.180	880.740	12.330	2.340	0.000	22.500	24.840	12.330		
12.340	100.190	216.690	577.840	894.720	12.340	2.340	0.000	19.980	22.320	12.340		
12.350	104.850	223.680	577.840	906.370	12.350	2.340	0.000	19.980	22.320	12.350		
12.360	107.180	228.340	582.500	918.020	12.360	2.340	0.000	17.460	19.800	12.360		
12.370	109.510	235.330	577.840	922.680	12.370	2.340	0.000	17.460	19.800	12.370		
12.380	109.510	242.320	570.850	922.680	12.380	2.340	0.000	14.940	17.280	12.380		
12.390	111.840	242.320	561.530	915.690	12.390	2.340	0.000	14.940	17.280	12.390		
12.400	111.840	244.650	545.220	901.710	12.400	2.340	0.000	14.940	17.280	12.400		
12.410	111.840	244.650	528.910	885.400	12.410	2.340	0.000	14.940	17.280	12.410		
12.420	114.170	244.650	503.280	862.100	12.420	2.340	0.000	12.420	14.760	12.420		
12.430	116.500	242.320	482.310	841.130	12.430	0.000	0.000	12.420	12.420	12.430		
12.440	118.830	242.320	461.340	822.490	12.440	2.340	0.000	12.420	14.760	12.440		
