timestamp               , trial, HMD_x   , HMD_y , HMD_z

# --- Trial 1 start ---
289.784                 ,     11, -39.7075, 1.7239, -1.0977
289.950                 ,     11, -39.7060, 1.7232, -1.0969
290.003                 ,     11, -39.7053, 1.7232, -1.0966
290.028                 ,     11, -39.7051, 1.7233, -1.0966
290.051                 ,     11, -39.7048, 1.7233, -1.0966
290.076                 ,     11, -39.7046, 1.7232, -1.0965
290.099                 ,     11, -39.7043, 1.7232, -1.0964
290.122                 ,     11, -39.7038, 1.7231, -1.0964
290.146                 ,     11, -39.7035, 1.7232, -1.0963
290.170                 ,     11, -39.7032, 1.7232, -1.0963
290.195                 ,     11, -39.7027, 1.7232, -1.0965
290.218                 ,     11, -39.7022, 1.7231, -1.0968
290.247                 ,     11, -39.7018, 1.7231, -1.0970
290.273                 ,     11, -39.7010, 1.7230, -1.0976
290.296                 ,     11, -39.7002, 1.7229, -1.0982
290.323                 ,     11, -39.6995, 1.7229, -1.0988
290.347                 ,     11, -39.6988, 1.7229, -1.0996
290.374                 ,     11, -39.6978, 1.7230, -1.1005
290.399                 ,     11, -39.6966, 1.7230, -1.1020
290.422                 ,     11, -39.6958, 1.7227, -1.1031
290.445                 ,     11, -39.6953, 1.7227, -1.1039
290.469                 ,     11, -39.6941, 1.7224, -1.1060
290.492                 ,     11, -39.6932, 1.7222, -1.1075
290.516                 ,     11, -39.6924, 1.7220, -1.1091
290.538                 ,     11, -39.6915, 1.7217, -1.1107
290.562                 ,     11, -39.6907, 1.7216, -1.1124
290.585                 ,     11, -39.6892, 1.7213, -1.1151
290.607                 ,     11, -39.6886, 1.7213, -1.1161
290.632                 ,     11, -39.6871, 1.7210, -1.1191
290.657                 ,     11, -39.6857, 1.7206, -1.1212
290.682                 ,     11, -39.6843, 1.7200, -1.1233
290.709                 ,     11, -39.6823, 1.7187, -1.1263
290.737                 ,     11, -39.6809, 1.7173, -1.1281
290.761                 ,     11, -39.6798, 1.7157, -1.1298
290.786                 ,     11, -39.6781, 1.7136, -1.1322
290.810                 ,     11, -39.6771, 1.7124, -1.1336
290.832                 ,     11, -39.6758, 1.7119, -1.1348
290.855                 ,     11, -39.6752, 1.7120, -1.1353
290.878                 ,     11, -39.6739, 1.7120, -1.1363
290.902                 ,     11, -39.6721, 1.7122, -1.1376
290.925                 ,     11, -39.6711, 1.7125, -1.1382
