C:\Users\Public\Documents\Novel Studio\load_data\2025-12-09\2\loadapp_2025-12-09_11-43-50-167.load
Comment 
	PRW260-R::front	PRW260-R::mid	PRW260-R::heel	PRW260-R		PRW261-L::heel	PRW261-L::mid	PRW261-L::front	PRW261-L		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.000	77.420	109.760	122.500	309.680	0.000	130.000	32.240	69.680	231.920	0.000		
0.010	79.870	109.760	119.560	309.190	0.010	127.400	34.840	72.280	234.520	0.010		
0.020	82.320	109.760	119.560	311.640	0.020	124.800	29.640	72.280	226.720	0.020		
0.030	82.320	112.210	119.560	314.090	0.030	124.800	34.840	74.880	234.520	0.030		
0.040	82.320	109.760	119.560	311.640	0.040	122.200	34.840	74.880	231.920	0.040		
0.050	84.770	112.210	119.560	316.540	0.050	122.200	34.840	77.480	234.520	0.050		
0.060	87.220	109.760	119.560	316.540	0.060	122.200	34.840	77.480	234.520	0.060		
0.070	84.770	109.760	117.110	311.640	0.070	119.600	34.840	79.560	234.000	0.070		
0.080	84.770	109.760	117.110	311.640	0.080	119.600	34.840	79.560	234.000	0.080		
0.090	87.220	109.760	117.110	314.090	0.090	119.600	34.840	79.560	234.000	0.090		
0.100	89.670	109.760	117.110	316.540	0.100	119.600	34.840	79.560	234.000	0.100		
0.110	87.220	109.760	114.660	311.640	0.110	117.000	34.840	79.560	231.400	0.110		
0.120	89.670	109.760	114.660	314.090	0.120	117.000	34.840	82.160	234.000	0.120		
0.130	89.700	109.940	115.000	314.640	0.130	114.920	34.840	79.560	229.320	0.130		
0.140	89.700	109.940	115.000	314.640	0.140	114.920	34.840	82.160	231.920	0.140		
0.150	92.460	112.240	115.000	319.700	0.150	115.000	37.260	84.640	236.900	0.150		
0.160	92.460	109.940	112.240	314.640	0.160	115.000	34.960	84.640	234.600	0.160		
0.170	94.760	109.940	112.240	316.940	0.170	115.000	34.960	84.640	234.600	0.170		
0.180	94.760	109.940	112.240	316.940	0.180	115.000	34.960	84.640	234.600	0.180		
0.190	94.760	109.940	112.240	316.940	0.190	115.000	34.960	87.400	237.360	0.190		
0.200	94.760	109.940	112.240	316.940	0.200	115.000	34.960	87.400	237.360	0.200		
0.210	94.760	109.940	112.240	316.940	0.210	115.000	37.260	87.400	239.660	0.210		
0.220	94.760	107.180	112.240	314.180	0.220	112.240	34.960	84.640	231.840	0.220		
0.230	94.760	109.940	112.240	316.940	0.230	115.000	37.260	87.400	239.660	0.230		
0.240	97.060	109.940	109.940	316.940	0.240	112.240	34.960	87.400	234.600	0.240		
0.250	97.060	107.180	109.940	314.180	0.250	112.240	37.260	87.400	236.900	0.250		
0.260	97.060	107.180	109.940	314.180	0.260	112.240	34.960	87.400	234.600	0.260		
0.270	99.820	107.180	109.940	316.940	0.270	112.240	34.960	87.400	234.600	0.270		
0.280	99.880	107.360	107.360	314.600	0.280	109.940	37.260	87.400	234.600	0.280		
0.290	99.880	110.000	110.000	319.880	0.290	112.240	34.960	87.400	234.600	0.290		
0.300	99.880	110.000	107.360	317.240	0.300	109.800	34.650	87.300	231.750	0.300		
0.310	97.240	107.360	107.360	311.960	0.310	109.800	34.650	87.300	231.750	0.310		
0.320	99.880	110.000	110.000	319.880	0.320	112.500	37.350	90.000	239.850	0.320		
0.330	99.880	107.360	107.360	314.600	0.330	112.500	34.650	90.000	237.150	0.330		
0.340	99.880	107.360	110.000	317.240	0.340	109.800	37.350	87.300	234.450	0.340		
0.350	99.880	110.000	110.000	319.880	0.350	112.500	34.650	87.300	234.450	0.350		
0.360	99.880	110.000	107.360	317.240	0.360	112.500	34.650	90.000	237.150	0.360		
0.370	99.880	107.360	107.360	314.600	0.370	109.800	34.650	87.300	231.750	0.370		
0.380	99.880	110.000	107.360	317.240	0.380	109.800	34.650	87.300	231.750	0.380		
0.390	97.240	110.000	107.360	314.600	0.390	109.800	37.350	87.300	234.450	0.390		
0.400	99.880	110.000	107.360	317.240	0.400	112.500	37.350	90.000	239.850	0.400		
0.410	99.880	107.360	107.360	314.600	0.410	109.800	37.350	87.300	234.450	0.410		
0.420	102.080	110.000	107.360	319.440	0.420	109.800	37.350	90.000	237.150	0.420		
0.430	102.080	107.360	107.360	316.800	0.430	112.500	37.350	87.300	237.150	0.430		
0.440	102.080	110.000	107.360	319.440	0.440	109.800	37.350	90.000	237.150	0.440		
0.450	102.080	107.360	104.720	314.160	0.450	112.500	37.350	90.000	239.850	0.450		
0.460	99.880	107.360	107.360	314.600	0.460	109.800	34.650	90.000	234.450	0.460		
0.470	102.080	110.000	107.360	319.440	0.470	109.800	34.650	90.000	234.450	0.470		
0.480	102.080	110.000	107.360	319.440	0.480	112.500	37.350	92.250	242.100	0.480		
0.490	102.080	110.000	107.360	319.440	0.490	109.800	34.650	90.000	234.450	0.490		
0.500	102.080	107.360	104.720	314.160	0.500	109.800	37.350	90.000	237.150	0.500		
0.510	102.080	110.000	107.360	319.440	0.510	109.800	34.650	90.000	234.450	0.510		
0.520	102.080	110.000	104.720	316.800	0.520	109.800	37.350	90.000	237.150	0.520		
0.530	104.720	107.360	104.720	316.800	0.530	109.800	37.350	90.000	237.150	0.530		
0.540	104.720	107.360	104.720	316.800	0.540	109.800	37.350	92.250	239.400	0.540		
0.550	104.720	107.360	104.720	316.800	0.550	109.800	37.350	92.250	239.400	0.550		
0.560	102.080	107.360	104.720	314.160	0.560	109.800	37.350	92.250	239.400	0.560		
0.570	104.720	107.360	102.080	314.160	0.570	112.500	37.350	90.000	239.850	0.570		
0.580	104.720	110.000	104.720	319.440	0.580	109.800	34.650	90.000	234.450	0.580		
0.590	104.720	107.360	104.720	316.800	0.590	109.800	37.350	90.000	237.150	0.590		
0.600	104.720	107.360	104.720	316.800	0.600	110.000	34.760	92.400	237.160	0.600		
0.610	104.720	107.360	104.720	316.800	0.610	110.000	37.400	92.400	239.800	0.610		
0.620	104.720	107.360	102.080	314.160	0.620	110.000	37.400	92.400	239.800	0.620		
0.630	107.360	107.360	102.080	316.800	0.630	110.000	37.400	92.400	239.800	0.630		
0.640	107.360	107.360	102.080	316.800	0.640	110.000	37.400	92.400	239.800	0.640		
0.650	107.360	107.360	102.080	316.800	0.650	107.360	37.400	92.400	237.160	0.650		
0.660	107.360	107.360	102.080	316.800	0.660	107.360	37.400	92.400	237.160	0.660		
0.670	107.360	104.720	99.880	311.960	0.670	110.000	37.400	92.400	239.800	0.670		
0.680	107.360	107.360	99.880	314.600	0.680	107.360	37.400	92.400	237.160	0.680		
0.690	110.000	107.360	99.880	317.240	0.690	110.000	37.400	94.600	242.000	0.690		
0.700	107.360	107.360	102.080	316.800	0.700	107.360	37.400	94.600	239.360	0.700		
0.710	110.000	107.360	99.880	317.240	0.710	107.360	37.400	94.600	239.360	0.710		
0.720	110.000	107.360	99.880	317.240	0.720	104.720	37.400	97.240	239.360	0.720		
0.730	109.940	107.180	99.820	316.940	0.730	107.360	37.400	97.240	242.000	0.730		
0.740	109.940	104.880	99.820	314.640	0.740	107.360	37.400	97.240	242.000	0.740		
0.750	109.940	104.880	97.060	311.880	0.750	107.500	37.410	97.180	242.090	0.750		
0.760	112.240	104.880	97.060	314.180	0.760	104.920	37.410	97.180	239.510	0.760		
0.770	112.240	107.180	99.820	319.240	0.770	104.920	37.410	97.180	239.510	0.770		
0.780	112.240	104.880	97.060	314.180	0.780	104.920	39.990	97.180	242.090	0.780		
0.790	112.240	107.180	99.820	319.240	0.790	104.920	37.410	97.180	239.510	0.790		
0.800	112.240	104.880	97.060	314.180	0.800	104.920	37.410	97.180	239.510	0.800		
0.810	112.240	104.880	97.060	314.180	0.810	104.920	37.410	97.180	239.510	0.810		
0.820	112.240	107.180	97.060	316.480	0.820	104.920	37.410	97.180	239.510	0.820		
0.830	112.240	104.880	97.060	314.180	0.830	104.920	39.990	97.180	242.090	0.830		
0.840	112.240	104.880	97.060	314.180	0.840	104.920	39.990	99.760	244.670	0.840		
0.850	115.000	107.180	97.060	319.240	0.850	104.920	39.990	99.760	244.670	0.850		
0.860	112.240	107.180	97.060	316.480	0.860	104.920	39.990	99.760	244.670	0.860		
0.870	115.000	104.880	97.060	316.940	0.870	104.920	39.990	99.760	244.670	0.870		
0.880	112.240	104.880	97.060	314.180	0.880	104.920	39.990	99.760	244.670	0.880		
0.890	115.000	104.880	97.060	316.940	0.890	104.920	39.990	97.180	242.090	0.890		
0.900	115.000	104.880	97.060	316.940	0.900	105.000	39.900	99.960	244.860	0.900		
0.910	115.000	104.880	97.060	316.940	0.910	105.000	39.900	99.960	244.860	0.910		
0.920	115.000	104.880	97.060	316.940	0.920	105.000	39.900	99.960	244.860	0.920		
0.930	112.240	104.880	97.060	314.180	0.930	105.000	39.900	99.960	244.860	0.930		
0.940	115.000	104.880	94.760	314.640	0.940	105.000	37.380	99.960	242.340	0.940		
0.950	115.000	104.880	97.060	316.940	0.950	105.000	39.900	99.960	244.860	0.950		
0.960	115.000	102.120	94.760	311.880	0.960	105.000	39.900	99.960	244.860	0.960		
0.970	115.000	104.880	94.760	314.640	0.970	105.000	37.380	99.960	242.340	0.970		
0.980	115.000	104.880	94.760	314.640	0.980	105.000	39.900	99.960	244.860	0.980		
0.990	115.000	104.880	97.060	316.940	0.990	105.000	39.900	102.480	247.380	0.990		
1.000	115.000	104.880	94.760	314.640	1.000	105.000	39.900	102.480	247.380	1.000		
1.010	115.000	104.880	94.760	314.640	1.010	105.000	39.900	102.480	247.380	1.010		
1.020	115.000	102.120	94.760	311.880	1.020	102.480	39.900	102.480	244.860	1.020		
1.030	114.720	102.240	94.560	311.520	1.030	105.000	39.900	99.960	244.860	1.030		
1.040	117.120	104.640	94.560	316.320	1.040	102.480	39.900	102.480	244.860	1.040		
1.050	117.120	104.640	94.560	316.320	1.050	102.480	39.900	99.960	242.340	1.050		
1.060	114.720	102.240	94.560	311.520	1.060	102.480	37.380	99.960	239.820	1.060		
1.070	117.120	102.240	94.560	313.920	1.070	102.480	39.900	102.480	244.860	1.070		
1.080	117.120	104.640	94.560	316.320	1.080	102.480	39.900	102.480	244.860	1.080		
1.090	117.120	104.640	92.160	313.920	1.090	102.480	39.900	102.480	244.860	1.090		
1.100	117.120	102.240	94.560	313.920	1.100	102.480	39.900	105.000	247.380	1.100		
1.110	117.120	102.240	92.160	311.520	1.110	99.960	39.900	102.480	242.340	1.110		
1.120	117.120	102.240	94.560	313.920	1.120	102.480	39.900	105.000	247.380	1.120		
1.130	120.000	102.240	94.560	316.800	1.130	102.480	39.900	105.000	247.380	1.130		
1.140	120.000	102.240	92.160	314.400	1.140	99.960	39.900	105.000	244.860	1.140		
1.150	120.000	102.240	92.160	314.400	1.150	99.960	39.900	105.000	244.860	1.150		
1.160	120.000	102.240	92.160	314.400	1.160	99.960	39.900	105.000	244.860	1.160		
1.170	120.000	104.640	92.160	316.800	1.170	99.960	39.900	105.000	244.860	1.170		
1.180	120.000	105.000	92.500	317.500	1.180	99.960	39.900	105.000	244.860	1.180		
1.190	120.000	102.500	92.500	315.000	1.190	99.960	39.900	105.000	244.860	1.190		
1.200	122.500	102.500	92.500	317.500	1.200	99.880	42.240	107.360	249.480	1.200		
1.210	122.500	105.000	92.500	320.000	1.210	99.880	39.600	107.360	246.840	1.210		
1.220	122.500	105.000	92.500	320.000	1.220	99.880	39.600	104.720	244.200	1.220		
1.230	122.500	102.500	92.500	317.500	1.230	99.880	39.600	107.360	246.840	1.230		
1.240	125.000	105.000	92.500	322.500	1.240	97.240	42.240	110.000	249.480	1.240		
1.250	122.500	102.500	92.500	317.500	1.250	97.240	39.600	107.360	244.200	1.250		
1.260	122.500	102.500	92.500	317.500	1.260	97.240	39.600	104.720	241.560	1.260		
1.270	125.000	102.500	92.500	320.000	1.270	97.240	39.600	107.360	244.200	1.270		
1.280	122.500	102.500	92.500	317.500	1.280	97.240	39.600	104.720	241.560	1.280		
1.290	125.000	102.500	90.000	317.500	1.290	97.240	39.600	107.360	244.200	1.290		
1.300	122.500	102.500	90.000	315.000	1.300	97.240	39.600	107.360	244.200	1.300		
1.310	125.000	100.000	90.000	315.000	1.310	97.240	39.600	107.360	244.200	1.310		
1.320	125.000	102.500	90.000	317.500	1.320	97.240	39.600	107.360	244.200	1.320		
1.330	125.000	102.500	90.000	317.500	1.330	97.240	39.600	107.360	244.200	1.330		
