C:\Users\Public\Documents\Novel Studio\load_data\2025-12-11\9\loadapp_2025-12-11_15-18-19-478.load
Comment s9w
	PRW261-L::heel	PRW261-L::mid	PRW261-L::front	PRW261-L		PRW260-R::front	PRW260-R::mid	PRW260-R::heel	PRW260-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
4.600	293.530	19.370	1.490	314.390	4.600	544.920	95.760	0.000	640.680	4.600		
4.610	372.500	46.190	7.450	426.140	4.610	510.720	84.360	0.000	595.080	4.610		
4.620	414.400	74.000	14.800	503.200	4.620	467.400	68.400	0.000	535.800	4.620		
4.630	416.250	83.250	18.500	518.000	4.630	399.000	54.720	0.000	453.720	4.630		
4.640	410.700	94.350	25.900	530.950	4.640	326.040	41.040	0.000	367.080	4.640		
4.650	410.700	107.300	31.450	549.450	4.650	232.500	26.970	0.000	259.470	4.650		
4.660	419.950	114.700	37.000	571.650	4.660	157.170	12.090	0.000	169.260	4.660		
4.670	431.050	118.400	44.400	593.850	4.670	99.510	1.860	0.000	101.370	4.670		
4.680	438.450	125.800	49.950	614.200	4.680	59.520	0.000	0.000	59.520	4.680		
4.690	451.400	136.900	53.650	641.950	4.690	34.410	0.000	0.000	34.410	4.690		
4.700	458.800	146.150	59.200	664.150	4.700	19.530	0.000	1.860	21.390	4.700		
4.710	462.500	153.550	61.050	677.100	4.710	12.090	0.000	4.650	16.740	4.710		
4.720	462.500	160.950	68.450	691.900	4.720	7.440	0.000	4.650	12.090	4.720		
4.730	453.250	172.050	72.150	697.450	4.730	4.650	0.000	1.860	6.510	4.730		
4.740	445.850	179.450	79.550	704.850	4.740	1.860	0.000	1.860	3.720	4.740		
4.750	431.050	185.000	81.400	697.450	4.750	0.000	0.000	1.860	1.860	4.750		
4.760	410.700	186.850	86.950	684.500	4.760	1.860	0.000	1.860	3.720	4.760		
4.770	382.500	194.310	91.800	668.610	4.770	0.000	0.000	4.650	4.650	4.770		
4.780	351.900	197.370	96.390	645.660	4.780	0.000	0.000	4.650	4.650	4.780		
4.790	324.360	201.960	107.100	633.420	4.790	0.000	0.000	4.650	4.650	4.790		
4.800	299.880	209.610	114.750	624.240	4.800	0.000	0.000	5.000	5.000	4.800		
4.810	273.870	211.140	122.400	607.410	4.810	0.000	0.000	5.000	5.000	4.810		
4.820	252.450	217.260	134.640	604.350	4.820	0.000	0.000	5.000	5.000	4.820		
4.830	229.500	218.790	142.290	590.580	4.830	0.000	0.000	5.000	5.000	4.830		
4.840	211.140	224.910	151.470	587.520	4.840	0.000	0.000	5.000	5.000	4.840		
4.850	194.310	226.440	156.060	576.810	4.850	0.000	0.000	5.000	5.000	4.850		
4.860	179.010	231.030	166.770	576.810	4.860	0.000	0.000	5.000	5.000	4.860		
4.870	166.770	234.090	174.420	575.280	4.870	0.000	0.000	2.500	2.500	4.870		
4.880	154.530	238.680	183.600	576.810	4.880	0.000	0.000	5.000	5.000	4.880		
4.890	143.820	244.800	191.250	579.870	4.890	0.000	0.000	5.000	5.000	4.890		
4.900	131.580	246.330	201.960	579.870	4.900	0.000	0.000	5.000	5.000	4.900		
4.910	123.930	253.980	209.610	587.520	4.910	0.000	0.000	2.500	2.500	4.910		
4.920	116.800	256.000	216.000	588.800	4.920	0.000	0.000	5.000	5.000	4.920		
4.930	112.000	262.400	227.200	601.600	4.930	0.000	0.000	5.000	5.000	4.930		
4.940	104.000	267.200	233.600	604.800	4.940	0.000	0.000	5.000	5.000	4.940		
4.950	96.000	268.800	244.800	609.600	4.950	0.000	0.000	5.000	5.000	4.950		
4.960	89.600	273.600	251.200	614.400	4.960	0.000	0.000	5.000	5.000	4.960		
4.970	84.800	276.800	264.000	625.600	4.970	0.000	0.000	2.500	2.500	4.970		
4.980	76.800	281.600	272.000	630.400	4.980	0.000	0.000	2.500	2.500	4.980		
4.990	72.000	284.800	284.800	641.600	4.990	0.000	0.000	2.500	2.500	4.990		
5.000	64.000	289.600	296.000	649.600	5.000	0.000	0.000	2.500	2.500	5.000		
5.010	59.200	294.400	312.000	665.600	5.010	0.000	0.000	2.500	2.500	5.010		
5.020	54.400	296.000	324.800	675.200	5.020	0.000	0.000	0.000	0.000	5.020		
5.030	46.400	302.400	342.400	691.200	5.030	0.000	0.000	2.500	2.500	5.030		
5.040	41.600	304.000	356.800	702.400	5.040	0.000	2.500	0.000	2.500	5.040		
5.050	36.800	307.200	376.000	720.000	5.050	0.000	2.500	0.000	2.500	5.050		
5.060	28.800	304.000	400.000	732.800	5.060	0.000	2.500	0.000	2.500	5.060		
5.070	18.560	299.280	422.240	740.080	5.070	0.000	2.500	0.000	2.500	5.070		
5.080	11.600	296.960	443.120	751.680	5.080	0.000	2.500	0.000	2.500	5.080		
5.090	4.640	290.000	464.000	758.640	5.090	0.000	2.500	0.000	2.500	5.090		
5.100	2.320	280.720	489.520	772.560	5.100	0.000	4.020	2.010	6.030	5.100		
5.110	0.000	273.760	510.400	784.160	5.110	0.000	2.010	4.020	6.030	5.110		
5.120	0.000	266.800	531.280	798.080	5.120	0.000	2.010	26.130	28.140	5.120		
5.130	0.000	252.880	549.840	802.720	5.130	0.000	2.010	62.310	64.320	5.130		
5.140	0.000	241.280	561.440	802.720	5.140	0.000	2.010	108.540	110.550	5.140		
5.150	0.000	222.720	573.040	795.760	5.150	0.000	2.010	168.840	170.850	5.150		
5.160	0.000	206.480	580.000	786.480	5.160	0.000	6.030	229.140	235.170	5.160		
5.170	0.000	185.600	575.360	760.960	5.170	2.010	12.060	293.460	307.530	5.170		
5.180	0.000	167.040	559.120	726.160	5.180	4.020	18.090	355.770	377.880	5.180		
5.190	0.000	143.840	528.960	672.800	5.190	8.040	32.160	406.020	446.220	5.190		
5.200	0.000	122.960	484.880	607.840	5.200	12.060	44.220	444.210	500.490	5.200		
5.210	0.000	102.080	422.240	524.320	5.210	16.080	62.310	468.330	546.720	5.210		
5.220	0.000	73.920	330.000	403.920	5.220	18.090	78.390	484.410	580.890	5.220		
5.230	0.000	51.480	241.560	293.040	5.230	26.130	98.490	494.460	619.080	5.230		
5.240	0.000	31.680	162.360	194.040	5.240	36.180	108.540	502.500	647.220	5.240		
5.250	0.000	17.160	106.920	124.080	5.250	47.380	119.480	508.820	675.680	5.250		
5.260	0.000	3.960	69.960	73.920	5.260	53.560	129.780	515.000	698.340	5.260		
5.270	0.000	0.000	39.600	39.600	5.270	59.740	133.900	515.000	708.640	5.270		
5.280	0.000	0.000	23.760	23.760	5.280	65.920	142.140	508.820	716.880	5.280		
5.290	0.000	0.000	11.880	11.880	5.290	76.220	148.320	498.520	723.060	5.290		
5.300	0.000	0.000	3.960	3.960	5.300	82.400	154.500	486.160	723.060	5.300		
5.310	0.000	0.000	1.320	1.320	5.310	90.640	158.620	471.740	721.000	5.310		
5.320	0.000	0.000	1.320	1.320	5.320	98.880	164.800	457.320	721.000	5.320		
5.330	0.000	0.000	0.000	0.000	5.330	107.120	164.800	436.720	708.640	5.330		
5.340	0.000	0.000	0.000	0.000	5.340	111.240	164.800	414.060	690.100	5.340		
5.350	0.000	0.000	0.000	0.000	5.350	117.420	160.680	393.460	671.560	5.350		
5.360	0.000	0.000	0.000	0.000	5.360	119.480	158.620	370.800	648.900	5.360		
5.370	0.000	0.000	0.000	0.000	5.370	125.660	156.560	352.260	634.480	5.370		
5.380	0.000	0.000	0.000	0.000	5.380	131.840	154.500	325.480	611.820	5.380		
5.390	0.000	0.000	0.000	0.000	5.390	135.960	148.320	306.940	591.220	5.390		
5.400	0.000	0.000	0.000	0.000	5.400	141.450	149.500	287.500	578.450	5.400		
5.410	0.000	0.000	0.000	0.000	5.410	144.900	149.500	271.400	565.800	5.410		
5.420	0.000	0.000	0.000	0.000	5.420	149.500	149.500	256.450	555.450	5.420		
5.430	0.000	0.000	0.000	0.000	5.430	154.100	149.500	241.500	545.100	5.430		
5.440	0.000	0.000	0.000	0.000	5.440	159.850	151.800	230.000	541.650	5.440		
5.450	0.000	0.000	0.000	0.000	5.450	166.750	154.100	219.650	540.500	5.450		
5.460	0.000	0.000	0.000	0.000	5.460	174.800	156.400	207.000	538.200	5.460		
5.470	0.000	0.000	0.000	0.000	5.470	181.700	159.850	196.650	538.200	5.470		
5.480	0.000	0.000	0.000	0.000	5.480	189.750	162.150	187.450	539.350	5.480		
5.490	0.000	0.000	0.000	0.000	5.490	198.950	166.750	179.400	545.100	5.490		
5.500	0.000	0.000	0.000	0.000	5.500	207.000	174.800	172.500	554.300	5.500		
5.510	0.000	0.000	0.000	0.000	5.510	213.900	179.400	162.150	555.450	5.510		
5.520	0.000	0.000	0.000	0.000	5.520	224.250	187.450	154.100	565.800	5.520		
5.530	0.000	0.000	0.000	0.000	5.530	234.600	194.350	147.200	576.150	5.530		
5.540	0.000	0.000	0.000	0.000	5.540	244.950	198.950	136.850	580.750	5.540		
5.550	0.000	0.000	0.000	0.000	5.550	259.160	204.820	127.490	591.470	5.550		
5.560	0.000	0.000	0.000	0.000	5.560	273.790	211.090	117.040	601.920	5.560		
5.570	0.000	0.000	0.000	0.000	5.570	286.330	217.360	106.590	610.280	5.570		
5.580	0.000	0.000	0.000	0.000	5.580	303.050	219.450	94.050	616.550	5.580		
5.590	0.000	0.000	0.000	0.000	5.590	319.770	223.630	83.600	627.000	5.590		
5.600	0.000	2.500	0.000	2.500	5.600	336.490	225.720	71.060	633.270	5.600		
5.610	0.000	2.500	0.000	2.500	5.610	353.210	225.720	58.520	637.450	5.610		
5.620	0.000	2.500	0.000	2.500	5.620	374.110	229.900	48.070	652.080	5.620		
5.630	0.000	5.000	0.000	5.000	5.630	392.920	225.720	39.710	658.350	5.630		
5.640	0.000	5.000	0.000	5.000	5.640	415.910	219.450	31.350	666.710	5.640		
5.650	0.000	5.000	0.000	5.000	5.650	436.810	211.090	22.990	670.890	5.650		
5.660	0.000	5.000	0.000	5.000	5.660	459.800	198.550	14.630	672.980	5.660		
5.670	0.000	4.890	0.000	4.890	5.670	484.880	186.010	8.360	679.250	5.670		
5.680	0.000	6.520	0.000	6.520	5.680	501.600	173.470	4.180	679.250	5.680		
