C:\Users\Public\Documents\Novel Studio\load_data\2025-12-12\13\loadapp_2025-12-12_15-25-43-307.load
Comment s13vw
	PRV263-L::heel	PRV263-L::mid	PRV263-L::front	PRV263-L		PRV264-R::front	PRV264-R::mid	PRV264-R::heel	PRV264-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
0.000	127.400	77.480	127.400	332.280	0.000	127.200	72.000	150.000	349.200	0.000		
0.010	127.400	77.480	127.400	332.280	0.010	127.200	69.600	147.000	343.800	0.010		
0.020	127.400	79.560	127.400	334.360	0.020	127.200	69.600	147.000	343.800	0.020		
0.030	127.400	79.560	127.400	334.360	0.030	127.200	72.000	147.000	346.200	0.030		
0.040	127.400	79.560	127.400	334.360	0.040	127.200	72.000	147.000	346.200	0.040		
0.050	127.400	79.560	127.400	334.360	0.050	127.200	72.000	147.000	346.200	0.050		
0.060	127.400	79.560	127.400	334.360	0.060	127.200	72.000	147.000	346.200	0.060		
0.070	127.400	79.560	127.400	334.360	0.070	129.600	72.000	144.600	346.200	0.070		
0.080	127.400	79.560	127.400	334.360	0.080	129.600	72.000	144.600	346.200	0.080		
0.090	127.400	79.560	127.400	334.360	0.090	129.600	72.000	144.600	346.200	0.090		
0.100	127.400	79.560	127.400	334.360	0.100	129.600	72.000	144.600	346.200	0.100		
0.110	127.400	82.160	130.000	339.560	0.110	129.600	72.000	144.600	346.200	0.110		
0.120	127.440	79.920	127.440	334.800	0.120	129.600	72.000	142.200	343.800	0.120		
0.130	124.740	79.920	129.600	334.260	0.130	129.600	72.000	142.200	343.800	0.130		
0.140	124.740	82.080	129.600	336.420	0.140	129.600	72.000	142.200	343.800	0.140		
0.150	127.440	82.080	129.600	339.120	0.150	129.960	72.390	142.500	344.850	0.150		
0.160	127.440	82.080	132.300	341.820	0.160	129.960	72.390	139.650	342.000	0.160		
0.170	124.740	82.080	129.600	336.420	0.170	129.960	72.390	139.650	342.000	0.170		
0.180	124.740	82.080	129.600	336.420	0.180	129.960	69.540	139.650	339.150	0.180		
0.190	124.740	82.080	132.300	339.120	0.190	132.240	72.390	139.650	344.280	0.190		
0.200	124.740	82.080	132.300	339.120	0.200	129.960	69.540	139.650	339.150	0.200		
0.210	127.440	82.080	132.300	341.820	0.210	129.960	72.390	139.650	342.000	0.210		
0.220	127.440	82.080	132.300	341.820	0.220	129.960	69.540	139.650	339.150	0.220		
0.230	127.440	82.080	132.300	341.820	0.230	129.960	69.540	137.370	336.870	0.230		
0.240	127.440	82.080	135.000	344.520	0.240	129.960	69.540	137.370	336.870	0.240		
0.250	127.440	84.780	135.000	347.220	0.250	129.960	69.540	139.650	339.150	0.250		
0.260	127.440	82.080	132.300	341.820	0.260	129.960	69.540	137.370	336.870	0.260		
0.270	127.440	84.780	132.300	344.520	0.270	129.960	69.540	137.370	336.870	0.270		
0.280	129.600	82.080	132.300	343.980	0.280	129.960	69.540	137.370	336.870	0.280		
0.290	127.440	84.780	132.300	344.520	0.290	129.960	69.540	137.370	336.870	0.290		
0.300	129.600	84.780	132.300	346.680	0.300	129.920	70.000	137.200	337.120	0.300		
0.310	129.600	84.780	132.300	346.680	0.310	129.920	70.000	137.200	337.120	0.310		
0.320	129.600	84.780	135.000	349.380	0.320	127.120	67.200	137.200	331.520	0.320		
0.330	129.600	82.080	132.300	343.980	0.330	129.920	67.200	137.200	334.320	0.330		
0.340	129.600	84.780	132.300	346.680	0.340	127.120	70.000	137.200	334.320	0.340		
0.350	129.600	84.780	132.300	346.680	0.350	127.120	67.200	137.200	331.520	0.350		
0.360	129.600	82.080	132.300	343.980	0.360	129.920	70.000	137.200	337.120	0.360		
0.370	129.600	84.780	132.300	346.680	0.370	127.120	67.200	137.200	331.520	0.370		
0.380	129.600	84.780	132.300	346.680	0.380	127.120	67.200	140.000	334.320	0.380		
0.390	129.600	84.780	132.300	346.680	0.390	127.120	67.200	140.000	334.320	0.390		
0.400	129.600	84.780	132.300	346.680	0.400	127.120	67.200	140.000	334.320	0.400		
0.410	132.300	84.780	132.300	349.380	0.410	127.120	67.200	140.000	334.320	0.410		
0.420	129.600	84.780	132.300	346.680	0.420	127.120	67.200	140.000	334.320	0.420		
0.430	129.600	84.780	135.000	349.380	0.430	127.120	67.200	140.000	334.320	0.430		
0.440	132.300	82.080	132.300	346.680	0.440	124.880	67.200	140.000	332.080	0.440		
0.450	129.600	82.080	132.300	343.980	0.450	127.110	67.260	139.650	334.020	0.450		
0.460	132.300	84.780	132.300	349.380	0.460	124.830	67.260	139.650	331.740	0.460		
0.470	132.300	82.080	132.300	346.680	0.470	127.110	67.260	139.650	334.020	0.470		
0.480	132.300	84.780	132.300	349.380	0.480	127.110	67.260	139.650	334.020	0.480		
0.490	132.300	84.780	132.300	349.380	0.490	127.110	67.260	142.500	336.870	0.490		
0.500	132.300	84.780	132.300	349.380	0.500	127.110	67.260	139.650	334.020	0.500		
0.510	132.300	82.080	132.300	346.680	0.510	124.830	67.260	139.650	331.740	0.510		
0.520	132.300	82.080	132.300	346.680	0.520	127.110	67.260	139.650	334.020	0.520		
0.530	132.300	82.080	132.300	346.680	0.530	124.830	67.260	139.650	331.740	0.530		
0.540	132.300	84.780	132.300	349.380	0.540	124.830	67.260	139.650	331.740	0.540		
0.550	132.300	82.080	132.300	346.680	0.550	124.830	67.260	139.650	331.740	0.550		
0.560	132.300	82.080	132.300	346.680	0.560	127.110	67.260	139.650	334.020	0.560		
0.570	132.300	82.080	132.300	346.680	0.570	124.830	67.260	139.650	331.740	0.570		
0.580	132.300	82.080	132.300	346.680	0.580	124.830	67.260	139.650	331.740	0.580		
0.590	132.300	82.080	129.600	343.980	0.590	124.830	67.260	139.650	331.740	0.590		
0.600	132.300	82.080	129.600	343.980	0.600	124.830	67.260	139.650	331.740	0.600		
0.610	132.300	82.080	132.300	346.680	0.610	124.830	67.260	139.650	331.740	0.610		
0.620	135.000	82.080	132.300	349.380	0.620	124.830	67.260	139.650	331.740	0.620		
0.630	132.300	82.080	129.600	343.980	0.630	124.830	67.260	139.650	331.740	0.630		
0.640	132.300	82.080	129.600	343.980	0.640	124.830	67.260	139.650	331.740	0.640		
0.650	132.300	82.080	129.600	343.980	0.650	124.830	67.260	139.650	331.740	0.650		
0.660	135.000	82.080	129.600	346.680	0.660	124.830	67.260	142.500	334.590	0.660		
0.670	132.300	82.080	129.600	343.980	0.670	124.830	67.260	142.500	334.590	0.670		
0.680	135.000	82.080	129.600	346.680	0.680	124.830	67.260	142.500	334.590	0.680		
0.690	135.000	82.080	129.600	346.680	0.690	121.980	67.260	142.500	331.740	0.690		
0.700	135.000	82.080	129.600	346.680	0.700	124.830	67.260	142.500	334.590	0.700		
0.710	135.000	82.080	129.600	346.680	0.710	124.830	67.260	142.500	334.590	0.710		
0.720	134.750	82.500	127.050	344.300	0.720	124.830	67.260	142.500	334.590	0.720		
0.730	134.750	82.500	129.800	347.050	0.730	121.980	67.260	142.500	331.740	0.730		
0.740	134.750	82.500	129.800	347.050	0.740	121.980	67.260	142.500	331.740	0.740		
0.750	134.750	82.500	129.800	347.050	0.750	122.380	67.280	142.100	331.760	0.750		
0.760	134.750	82.500	129.800	347.050	0.760	122.380	67.280	142.100	331.760	0.760		
0.770	134.750	82.500	129.800	347.050	0.770	122.380	67.280	142.100	331.760	0.770		
0.780	134.750	82.500	127.050	344.300	0.780	122.380	67.280	142.100	331.760	0.780		
0.790	137.500	82.500	129.800	349.800	0.790	122.380	67.280	142.100	331.760	0.790		
0.800	134.750	82.500	129.800	347.050	0.800	122.380	67.280	142.100	331.760	0.800		
0.810	137.500	82.500	127.050	347.050	0.810	122.380	67.280	142.100	331.760	0.810		
0.820	137.500	82.500	129.800	349.800	0.820	122.380	67.280	142.100	331.760	0.820		
0.830	137.500	82.500	127.050	347.050	0.830	122.380	67.280	145.000	334.660	0.830		
0.840	137.500	82.500	127.050	347.050	0.840	122.380	67.280	145.000	334.660	0.840		
0.850	137.500	82.500	127.050	347.050	0.850	119.480	64.960	142.100	326.540	0.850		
0.860	137.500	82.500	129.800	349.800	0.860	119.480	64.960	142.100	326.540	0.860		
0.870	137.200	79.520	127.120	343.840	0.870	119.480	67.280	145.000	331.760	0.870		
