timestamp, trial, HMD_x, HMD_y,HMD_z

# --- Trial 1 start ---
364.123,1,-39.4088,1.7168,-1.3119
364.153,1,-39.4091,1.7168,-1.3116
364.159,1,-39.4092,1.7167,-1.3114
364.167,1,-39.4094,1.7167,-1.3112
364.177,1,-39.4096,1.7167,-1.3110
364.188,1,-39.4098,1.7167,-1.3108
364.199,1,-39.4099,1.7166,-1.3106
364.210,1,-39.4101,1.7166,-1.3104
364.222,1,-39.4103,1.7167,-1.3102
364.238,1,-39.4105,1.7167,-1.3099
364.251,1,-39.4107,1.7167,-1.3097
364.258,1,-39.4110,1.7168,-1.3094
364.266,1,-39.4112,1.7168,-1.3092
364.277,1,-39.4114,1.7169,-1.3090
364.288,1,-39.4115,1.7169,-1.3087
364.299,1,-39.4117,1.7169,-1.3085
364.311,1,-39.4120,1.7169,-1.3083
364.322,1,-39.4122,1.7169,-1.3080
364.336,1,-39.4124,1.7170,-1.3077
364.352,1,-39.4129,1.7171,-1.3071
364.362,1,-39.4131,1.7171,-1.3068
364.378,1,-39.4132,1.7172,-1.3064
364.390,1,-39.4134,1.7173,-1.3060
364.400,1,-39.4136,1.7174,-1.3055
364.412,1,-39.4138,1.7176,-1.3050
364.423,1,-39.4140,1.7177,-1.3045
364.433,1,-39.4141,1.7179,-1.3039
364.444,1,-39.4142,1.7181,-1.3034
364.455,1,-39.4142,1.7182,-1.3027
364.467,1,-39.4141,1.7184,-1.3021
364.478,1,-39.4141,1.7186,-1.3014
364.489,1,-39.4140,1.7188,-1.3007
364.500,1,-39.4140,1.7190,-1.3000
364.511,1,-39.4138,1.7192,-1.2993
364.522,1,-39.4136,1.7194,-1.2986
364.534,1,-39.4135,1.7196,-1.2978
364.545,1,-39.4133,1.7197,-1.2970
364.556,1,-39.4129,1.7198,-1.2962
364.567,1,-39.4127,1.7199,-1.2954
364.578,1,-39.4123,1.7199,-1.2946
364.589,1,-39.4120,1.7199,-1.2938
364.600,1,-39.4118,1.7197,-1.2931
364.612,1,-39.4114,1.7196,-1.2922
364.623,1,-39.4110,1.7195,-1.2914
364.634,1,-39.4106,1.7193,-1.2906
364.645,1,-39.4102,1.7191,-1.2898
364.656,1,-39.4098,1.7188,-1.2891
364.667,1,-39.4093,1.7186,-1.2883
364.678,1,-39.4089,1.7183,-1.2875
364.689,1,-39.4083,1.7181,-1.2868
