timestamp, trial, HMD_x, HMD_y,HMD_z
392.180,10,-39.5829,1.6921,-1.0210
392.190,10,-39.5828,1.6922,-1.0211
392.204,10,-39.5826,1.6922,-1.0212
392.213,10,-39.5824,1.6922,-1.0214
392.220,10,-39.5823,1.6922,-1.0216
392.227,10,-39.5821,1.6923,-1.0217
392.239,10,-39.5820,1.6923,-1.0218
392.254,10,-39.5817,1.6924,-1.0219
392.269,10,-39.5813,1.6924,-1.0220
392.279,10,-39.5811,1.6924,-1.0219
392.294,10,-39.5808,1.6922,-1.0219
392.305,10,-39.5806,1.6922,-1.0218
392.321,10,-39.5802,1.6922,-1.0218
392.329,10,-39.5800,1.6923,-1.0217
392.355,10,-39.5796,1.6921,-1.0213
392.362,10,-39.5793,1.6921,-1.0212
392.372,10,-39.5790,1.6920,-1.0210
392.381,10,-39.5787,1.6920,-1.0209
392.392,10,-39.5784,1.6919,-1.0207
392.404,10,-39.5781,1.6918,-1.0205
392.415,10,-39.5778,1.6916,-1.0203
392.426,10,-39.5776,1.6916,-1.0201
392.438,10,-39.5772,1.6915,-1.0198
392.449,10,-39.5769,1.6914,-1.0196
392.461,10,-39.5767,1.6912,-1.0193
392.472,10,-39.5764,1.6911,-1.0191
392.484,10,-39.5762,1.6910,-1.0189
392.494,10,-39.5759,1.6908,-1.0185
392.506,10,-39.5757,1.6907,-1.0182
392.518,10,-39.5754,1.6906,-1.0179
392.530,10,-39.5752,1.6905,-1.0176
392.541,10,-39.5750,1.6904,-1.0173
392.553,10,-39.5748,1.6903,-1.0169
392.565,10,-39.5746,1.6902,-1.0166
392.576,10,-39.5744,1.6901,-1.0162
392.587,10,-39.5742,1.6901,-1.0159
392.599,10,-39.5741,1.6901,-1.0155
392.611,10,-39.5739,1.6900,-1.0151
392.622,10,-39.5737,1.6899,-1.0147
392.634,10,-39.5737,1.6898,-1.0144
392.645,10,-39.5735,1.6897,-1.0141
392.657,10,-39.5734,1.6896,-1.0137
392.668,10,-39.5733,1.6896,-1.0133
392.680,10,-39.5731,1.6895,-1.0130
392.691,10,-39.5729,1.6894,-1.0127
392.703,10,-39.5729,1.6894,-1.0122
392.714,10,-39.5727,1.6893,-1.0118
392.725,10,-39.5726,1.6893,-1.0115
392.737,10,-39.5726,1.6893,-1.0112
392.748,10,-39.5724,1.6892,-1.0108
392.759,10,-39.5723,1.6892,-1.0105
392.770,10,-39.5722,1.6892,-1.0102
392.781,10,-39.5720,1.6892,-1.0098
392.793,10,-39.5718,1.6892,-1.0095
392.804,10,-39.5717,1.6892,-1.0091
392.815,10,-39.5715,1.6893,-1.0088
392.826,10,-39.5714,1.6893,-1.0086
392.837,10,-39.5713,1.6894,-1.0083
392.849,10,-39.5711,1.6894,-1.0079
392.860,10,-39.5709,1.6895,-1.0076
392.871,10,-39.5707,1.6896,-1.0072
392.883,10,-39.5705,1.6896,-1.0069
392.894,10,-39.5705,1.6897,-1.0066
392.906,10,-39.5703,1.6898,-1.0063
392.917,10,-39.5702,1.6897,-1.0060
392.929,10,-39.5701,1.6897,-1.0057
392.940,10,-39.5700,1.6897,-1.0055
392.951,10,-39.5698,1.6897,-1.0052
392.962,10,-39.5697,1.6897,-1.0049
392.974,10,-39.5696,1.6897,-1.0047
392.986,10,-39.5695,1.6897,-1.0044
