timestamp, HMD_x, HMD_y,HMD_z
559.341,1,-35.3596,1.7733,-1.4819
559.354,1,-35.3590,1.7731,-1.4818
559.369,1,-35.3584,1.7730,-1.4818
559.383,1,-35.3578,1.7729,-1.4816
559.396,1,-35.3575,1.7727,-1.4816
559.409,1,-35.3565,1.7724,-1.4813
559.422,1,-35.3562,1.7723,-1.4814
559.437,1,-35.3559,1.7723,-1.4813
559.450,1,-35.3557,1.7723,-1.4812
559.463,1,-35.3552,1.7723,-1.4809
559.476,1,-35.3553,1.7724,-1.4809
559.492,1,-35.3552,1.7725,-1.4808
559.505,1,-35.3552,1.7725,-1.4809
559.518,1,-35.3550,1.7726,-1.4810
559.532,1,-35.3547,1.7727,-1.4810
559.545,1,-35.3544,1.7729,-1.4811
559.559,1,-35.3543,1.7728,-1.4815
559.572,1,-35.3541,1.7727,-1.4817
559.586,1,-35.3539,1.7726,-1.4821
559.598,1,-35.3539,1.7724,-1.4823

# --- Trial 2 start ---
575.853,2,-39.4910,1.7589,-1.1261
575.919,2,-39.4912,1.7590,-1.1261
575.941,2,-39.4911,1.7589,-1.1258
575.963,2,-39.4909,1.7588,-1.1257
575.978,2,-39.4909,1.7587,-1.1255
575.990,2,-39.4910,1.7586,-1.1254
576.004,2,-39.4911,1.7585,-1.1253
576.021,2,-39.4911,1.7585,-1.1252
576.036,2,-39.4912,1.7585,-1.1250
576.048,2,-39.4912,1.7585,-1.1249
576.061,2,-39.4913,1.7585,-1.1248
576.075,2,-39.4915,1.7585,-1.1246
576.089,2,-39.4916,1.7586,-1.1244
576.101,2,-39.4915,1.7585,-1.1244
576.116,2,-39.4915,1.7585,-1.1243
576.130,2,-39.4916,1.7586,-1.1242
576.143,2,-39.4917,1.7585,-1.1242
576.156,2,-39.4918,1.7585,-1.1240
576.169,2,-39.4916,1.7585,-1.1241
576.182,2,-39.4916,1.7585,-1.1241
576.197,2,-39.4916,1.7585,-1.1241
576.210,2,-39.4916,1.7586,-1.1241
576.223,2,-39.4916,1.7585,-1.1241
576.237,2,-39.4916,1.7586,-1.1242
576.250,2,-39.4916,1.7587,-1.1242
576.263,2,-39.4916,1.7587,-1.1243
576.277,2,-39.4915,1.7588,-1.1244
576.290,2,-39.4913,1.7589,-1.1247
576.303,2,-39.4913,1.7589,-1.1248
576.316,2,-39.4911,1.7590,-1.1251
576.330,2,-39.4910,1.7590,-1.1253
576.343,2,-39.4909,1.7590,-1.1255
576.357,2,-39.4907,1.7590,-1.1259
576.370,2,-39.4905,1.7590,-1.1262
576.384,2,-39.4903,1.7589,-1.1266
576.401,2,-39.4899,1.7589,-1.1271
576.418,2,-39.4894,1.7589,-1.1279
576.433,2,-39.4891,1.7587,-1.1284
576.449,2,-39.4883,1.7585,-1.1295
576.462,2,-39.4880,1.7584,-1.1301
576.475,2,-39.4873,1.7582,-1.1309
576.489,2,-39.4869,1.7581,-1.1316
576.502,2,-39.4862,1.7579,-1.1329
576.515,2,-39.4858,1.7577,-1.1338
576.533,2,-39.4854,1.7573,-1.1348
576.546,2,-39.4845,1.7569,-1.1368
576.558,2,-39.4841,1.7566,-1.1382
576.573,2,-39.4840,1.7563,-1.1398
576.586,2,-39.4837,1.7560,-1.1417
576.600,2,-39.4835,1.7556,-1.1437
576.612,2,-39.4830,1.7549,-1.1475
576.625,2,-39.4830,1.7544,-1.1500
576.640,2,-39.4832,1.7538,-1.1529
576.655,2,-39.4835,1.7532,-1.1557
576.668,2,-39.4838,1.7526,-1.1586
576.680,2,-39.4845,1.7514,-1.1642
576.693,2,-39.4852,1.7507,-1.1674
576.707,2,-39.4861,1.7499,-1.1708
576.720,2,-39.4871,1.7491,-1.1741
576.735,2,-39.4883,1.7482,-1.1776
576.749,2,-39.4903,1.7467,-1.1843
576.762,2,-39.4919,1.7458,-1.1876
576.777,2,-39.4936,1.7450,-1.1907
576.790,2,-39.4964,1.7434,-1.1971
576.803,2,-39.4982,1.7426,-1.1999
576.817,2,-39.5002,1.7419,-1.2026
576.833,2,-39.5036,1.7405,-1.2080
576.846,2,-39.5053,1.7400,-1.2106
576.862,2,-39.5071,1.7395,-1.2128
576.876,2,-39.5090,1.7391,-1.2146
576.891,2,-39.5118,1.7381,-1.2191
576.910,2,-39.5127,1.7378,-1.2201
576.926,2,-39.5148,1.7370,-1.2235
576.937,2,-39.5154,1.7366,-1.2246
576.950,2,-39.5160,1.7361,-1.2258
576.963,2,-39.5164,1.7357,-1.2269
576.976,2,-39.5166,1.7353,-1.2279
576.989,2,-39.5177,1.7345,-1.2300
577.000,2,-39.5179,1.7341,-1.2308
577.015,2,-39.5177,1.7338,-1.2314
577.028,2,-39.5177,1.7336,-1.2320
577.041,2,-39.5173,1.7334,-1.2326
577.053,2,-39.5171,1.7332,-1.2332
577.069,2,-39.5169,1.7327,-1.2345
577.083,2,-39.5163,1.7327,-1.2349
577.095,2,-39.5159,1.7326,-1.2353
577.108,2,-39.5152,1.7326,-1.2357
577.121,2,-39.5146,1.7325,-1.2360
577.133,2,-39.5133,1.7321,-1.2368
577.146,2,-39.5127,1.7320,-1.2370
577.160,2,-39.5119,1.7319,-1.2373
577.173,2,-39.5112,1.7318,-1.2375
577.186,2,-39.5106,1.7317,-1.2377
577.199,2,-39.5091,1.7317,-1.2382
577.212,2,-39.5084,1.7317,-1.2383
577.226,2,-39.5079,1.7316,-1.2382
577.240,2,-39.5070,1.7317,-1.2383
577.253,2,-39.5062,1.7317,-1.2384
577.266,2,-39.5048,1.7316,-1.2385
577.279,2,-39.5039,1.7315,-1.2385
577.293,2,-39.5029,1.7315,-1.2385
577.306,2,-39.5022,1.7315,-1.2384
577.320,2,-39.5013,1.7315,-1.2383
577.333,2,-39.5002,1.7315,-1.2381
577.347,2,-39.4980,1.7316,-1.2380
577.367,2,-39.4966,1.7316,-1.2377
577.384,2,-39.4941,1.7317,-1.2371
577.400,2,-39.4923,1.7317,-1.2367
577.414,2,-39.4893,1.7318,-1.2359
577.428,2,-39.4882,1.7318,-1.2352
577.441,2,-39.4868,1.7318,-1.2345
577.456,2,-39.4853,1.7319,-1.2339
577.469,2,-39.4825,1.7319,-1.2327
577.484,2,-39.4811,1.7318,-1.2321
577.498,2,-39.4796,1.7318,-1.2316
577.512,2,-39.4781,1.7317,-1.2312
577.527,2,-39.4751,1.7318,-1.2305
577.539,2,-39.4737,1.7318,-1.2303
577.554,2,-39.4724,1.7318,-1.2301
577.568,2,-39.4710,1.7320,-1.2301
577.583,2,-39.4680,1.7321,-1.2301
577.597,2,-39.4664,1.7321,-1.2304
577.612,2,-39.4634,1.7322,-1.2306
577.628,2,-39.4617,1.7322,-1.2311
577.643,2,-39.4602,1.7319,-1.2315
577.662,2,-39.4569,1.7315,-1.2323
577.680,2,-39.4535,1.7308,-1.2332
577.697,2,-39.4519,1.7304,-1.2339
577.712,2,-39.4485,1.7296,-1.2350
577.726,2,-39.4467,1.7291,-1.2357
577.740,2,-39.4452,1.7282,-1.2365
577.753,2,-39.4435,1.7274,-1.2373
577.767,2,-39.4400,1.7257,-1.2390
577.780,2,-39.4383,1.7247,-1.2398
577.798,2,-39.4366,1.7235,-1.2409
577.812,2,-39.4332,1.7213,-1.2429
577.826,2,-39.4316,1.7197,-1.2440
577.840,2,-39.4301,1.7181,-1.2451
577.854,2,-39.4286,1.7164,-1.2461
577.867,2,-39.4254,1.7132,-1.2482
577.880,2,-39.4240,1.7112,-1.2493
577.893,2,-39.4225,1.7092,-1.2504
577.906,2,-39.4210,1.7072,-1.2516
577.919,2,-39.4198,1.7053,-1.2527
577.932,2,-39.4171,1.7017,-1.2548
577.945,2,-39.4160,1.6999,-1.2558
577.960,2,-39.4152,1.6982,-1.2567
577.973,2,-39.4144,1.6966,-1.2575
577.987,2,-39.4136,1.6951,-1.2582
578.000,2,-39.4120,1.6923,-1.2595
578.012,2,-39.4114,1.6913,-1.2600
578.027,2,-39.4110,1.6905,-1.2603
578.041,2,-39.4106,1.6900,-1.2605
578.055,2,-39.4101,1.6894,-1.2607
578.069,2,-39.4091,1.6887,-1.2610
578.083,2,-39.4087,1.6888,-1.2610
578.097,2,-39.4082,1.6894,-1.2608
578.111,2,-39.4073,1.6899,-1.2606
578.126,2,-39.4069,1.6909,-1.2600
578.139,2,-39.4065,1.6921,-1.2594
578.153,2,-39.4061,1.6936,-1.2586
578.167,2,-39.4055,1.6954,-1.2576
578.181,2,-39.4045,1.6983,-1.2560
578.194,2,-39.4039,1.7003,-1.2549
578.209,2,-39.4032,1.7025,-1.2534
578.223,2,-39.4017,1.7064,-1.2509
578.236,2,-39.4008,1.7087,-1.2492
578.252,2,-39.3996,1.7111,-1.2473
578.265,2,-39.3985,1.7133,-1.2455
578.280,2,-39.3963,1.7173,-1.2418
578.293,2,-39.3949,1.7192,-1.2397
578.308,2,-39.3935,1.7209,-1.2374
578.323,2,-39.3922,1.7224,-1.2350
578.337,2,-39.3894,1.7255,-1.2305
578.350,2,-39.3879,1.7267,-1.2281
578.364,2,-39.3864,1.7277,-1.2254
578.378,2,-39.3847,1.7285,-1.2227
578.393,2,-39.3814,1.7304,-1.2176
578.407,2,-39.3794,1.7309,-1.2149
578.420,2,-39.3774,1.7313,-1.2121
578.435,2,-39.3739,1.7322,-1.2066
578.449,2,-39.3719,1.7324,-1.2037
578.463,2,-39.3700,1.7325,-1.2008
578.477,2,-39.3679,1.7325,-1.1980
578.491,2,-39.3640,1.7327,-1.1925
578.505,2,-39.3620,1.7325,-1.1898
578.520,2,-39.3600,1.7323,-1.1871
578.533,2,-39.3560,1.7321,-1.1817
578.549,2,-39.3540,1.7318,-1.1790
578.569,2,-39.3521,1.7313,-1.1764
578.583,2,-39.3479,1.7307,-1.1710
578.597,2,-39.3456,1.7303,-1.1683
578.611,2,-39.3413,1.7297,-1.1629
578.624,2,-39.3391,1.7292,-1.1599
578.638,2,-39.3367,1.7289,-1.1570
578.653,2,-39.3344,1.7286,-1.1543
578.667,2,-39.3321,1.7283,-1.1515
578.682,2,-39.3271,1.7282,-1.1460
578.697,2,-39.3244,1.7289,-1.1432
578.711,2,-39.3189,1.7299,-1.1380
578.725,2,-39.3159,1.7306,-1.1354
578.738,2,-39.3130,1.7312,-1.1329
578.753,2,-39.3098,1.7319,-1.1305
578.767,2,-39.3066,1.7325,-1.1281
578.781,2,-39.3004,1.7336,-1.1232
578.794,2,-39.2973,1.7339,-1.1209
578.807,2,-39.2942,1.7341,-1.1187
578.821,2,-39.2907,1.7342,-1.1166
578.835,2,-39.2841,1.7344,-1.1124
578.847,2,-39.2806,1.7343,-1.1107
578.861,2,-39.2770,1.7342,-1.1094
578.875,2,-39.2733,1.7342,-1.1080
578.888,2,-39.2694,1.7343,-1.1069
578.902,2,-39.2616,1.7345,-1.1044
578.914,2,-39.2574,1.7346,-1.1037
578.928,2,-39.2531,1.7347,-1.1030
578.941,2,-39.2487,1.7349,-1.1023
578.954,2,-39.2399,1.7352,-1.1007
578.968,2,-39.2352,1.7353,-1.1004
578.985,2,-39.2303,1.7351,-1.1001
579.001,2,-39.2210,1.7349,-1.0994
579.013,2,-39.2161,1.7346,-1.0993
579.030,2,-39.2109,1.7342,-1.0995
579.043,2,-39.2009,1.7335,-1.0996
579.056,2,-39.1955,1.7332,-1.0999
579.069,2,-39.1899,1.7328,-1.1003
579.085,2,-39.1842,1.7324,-1.1009
579.102,2,-39.1730,1.7315,-1.1019
579.118,2,-39.1666,1.7310,-1.1029
579.133,2,-39.1544,1.7300,-1.1046
579.146,2,-39.1481,1.7293,-1.1056
579.159,2,-39.1415,1.7285,-1.1069
579.173,2,-39.1349,1.7277,-1.1083
579.187,2,-39.1220,1.7262,-1.1110
579.207,2,-39.1148,1.7255,-1.1130
579.224,2,-39.1015,1.7241,-1.1163
579.237,2,-39.0946,1.7236,-1.1183
579.251,2,-39.0878,1.7230,-1.1205
579.264,2,-39.0809,1.7225,-1.1227
579.282,2,-39.0670,1.7216,-1.1269
579.297,2,-39.0531,1.7206,-1.1317
579.311,2,-39.0463,1.7201,-1.1342
579.325,2,-39.0396,1.7201,-1.1367
579.339,2,-39.0327,1.7208,-1.1391
579.353,2,-39.0257,1.7220,-1.1414
579.367,2,-39.0119,1.7233,-1.1460
579.380,2,-39.0050,1.7243,-1.1481
579.395,2,-38.9981,1.7257,-1.1500
579.408,2,-38.9911,1.7277,-1.1518
579.422,2,-38.9776,1.7306,-1.1554
579.437,2,-38.9710,1.7322,-1.1568
579.454,2,-38.9646,1.7335,-1.1580
579.471,2,-38.9514,1.7358,-1.1608
579.485,2,-38.9448,1.7368,-1.1618
579.500,2,-38.9320,1.7386,-1.1639
579.514,2,-38.9256,1.7392,-1.1646
579.528,2,-38.9193,1.7399,-1.1653
579.542,2,-38.9129,1.7405,-1.1659
579.556,2,-38.8998,1.7420,-1.1674
579.569,2,-38.8932,1.7426,-1.1678
579.582,2,-38.8864,1.7434,-1.1682
579.600,2,-38.8797,1.7442,-1.1684
579.617,2,-38.8659,1.7455,-1.1691
579.631,2,-38.8522,1.7464,-1.1697
579.643,2,-38.8450,1.7465,-1.1699
579.660,2,-38.8379,1.7462,-1.1699
579.676,2,-38.8308,1.7458,-1.1699
579.690,2,-38.8166,1.7455,-1.1700
579.705,2,-38.8093,1.7448,-1.1698
579.718,2,-38.8019,1.7442,-1.1696
579.732,2,-38.7947,1.7436,-1.1694
579.746,2,-38.7798,1.7424,-1.1691
579.759,2,-38.7722,1.7417,-1.1687
579.774,2,-38.7644,1.7408,-1.1683
579.787,2,-38.7569,1.7400,-1.1678
579.801,2,-38.7416,1.7383,-1.1670
579.814,2,-38.7338,1.7370,-1.1664
579.829,2,-38.7264,1.7357,-1.1657
579.842,2,-38.7189,1.7344,-1.1650
579.856,2,-38.7033,1.7323,-1.1638
579.870,2,-38.6955,1.7312,-1.1629
579.885,2,-38.6876,1.7303,-1.1619
579.899,2,-38.6796,1.7294,-1.1607
579.913,2,-38.6638,1.7280,-1.1587
579.926,2,-38.6556,1.7278,-1.1574
579.940,2,-38.6475,1.7275,-1.1561
579.953,2,-38.6394,1.7272,-1.1547
579.966,2,-38.6229,1.7268,-1.1521
579.979,2,-38.6144,1.7272,-1.1507
579.993,2,-38.6059,1.7284,-1.1492
580.006,2,-38.5973,1.7294,-1.1477
580.019,2,-38.5889,1.7303,-1.1462
580.032,2,-38.5720,1.7317,-1.1434
580.045,2,-38.5634,1.7327,-1.1421
580.059,2,-38.5548,1.7342,-1.1408
580.072,2,-38.5463,1.7357,-1.1398
580.086,2,-38.5380,1.7369,-1.1389
580.099,2,-38.5298,1.7378,-1.1381
580.112,2,-38.5133,1.7395,-1.1365
580.124,2,-38.5053,1.7403,-1.1359
580.138,2,-38.4976,1.7412,-1.1356
580.151,2,-38.4898,1.7425,-1.1353
580.164,2,-38.4821,1.7437,-1.1351
580.177,2,-38.4663,1.7461,-1.1343
580.190,2,-38.4584,1.7471,-1.1344
580.203,2,-38.4507,1.7481,-1.1344
580.216,2,-38.4426,1.7491,-1.1345
580.230,2,-38.4347,1.7503,-1.1345
580.243,2,-38.4266,1.7514,-1.1345
580.256,2,-38.4107,1.7531,-1.1345
580.273,2,-38.4027,1.7530,-1.1345
580.289,2,-38.3867,1.7531,-1.1345
580.300,2,-38.3786,1.7527,-1.1346
580.314,2,-38.3705,1.7521,-1.1346
580.328,2,-38.3625,1.7512,-1.1345
580.341,2,-38.3543,1.7502,-1.1347
580.355,2,-38.3380,1.7489,-1.1348
580.368,2,-38.3297,1.7480,-1.1348
580.386,2,-38.3215,1.7471,-1.1351
580.402,2,-38.3053,1.7454,-1.1355
580.416,2,-38.2971,1.7443,-1.1359
580.430,2,-38.2890,1.7433,-1.1363
580.444,2,-38.2725,1.7412,-1.1373
580.457,2,-38.2642,1.7401,-1.1381
580.475,2,-38.2560,1.7388,-1.1389
580.489,2,-38.2394,1.7364,-1.1405
580.504,2,-38.2309,1.7352,-1.1416
580.523,2,-38.2140,1.7330,-1.1438
580.541,2,-38.2051,1.7322,-1.1454
580.558,2,-38.1877,1.7305,-1.1483
580.571,2,-38.1789,1.7299,-1.1500
580.585,2,-38.1698,1.7292,-1.1518
580.599,2,-38.1522,1.7281,-1.1551
580.612,2,-38.1433,1.7281,-1.1569
580.629,2,-38.1342,1.7291,-1.1589
580.642,2,-38.1256,1.7302,-1.1608
580.656,2,-38.1079,1.7317,-1.1645
580.670,2,-38.0988,1.7333,-1.1664
580.684,2,-38.0900,1.7352,-1.1683
580.699,2,-38.0812,1.7366,-1.1701
580.713,2,-38.0635,1.7394,-1.1735
580.726,2,-38.0548,1.7410,-1.1749
580.740,2,-38.0461,1.7425,-1.1763
580.754,2,-38.0373,1.7437,-1.1775
580.768,2,-38.0198,1.7460,-1.1800
580.781,2,-38.0112,1.7468,-1.1810
580.796,2,-38.0024,1.7476,-1.1818
580.809,2,-37.9937,1.7483,-1.1825
580.823,2,-37.9762,1.7499,-1.1841
580.837,2,-37.9677,1.7503,-1.1847
580.851,2,-37.9589,1.7509,-1.1851
580.866,2,-37.9506,1.7518,-1.1855
580.880,2,-37.9329,1.7533,-1.1867
580.894,2,-37.9240,1.7538,-1.1870
580.907,2,-37.9153,1.7540,-1.1873
580.921,2,-37.9065,1.7541,-1.1876
580.934,2,-37.8890,1.7544,-1.1883
580.948,2,-37.8803,1.7539,-1.1884
580.962,2,-37.8719,1.7535,-1.1886
580.977,2,-37.8634,1.7529,-1.1887
580.991,2,-37.8462,1.7521,-1.1891
581.005,2,-37.8376,1.7513,-1.1891
581.019,2,-37.8290,1.7505,-1.1891
581.038,2,-37.8118,1.7490,-1.1888
581.055,2,-37.7946,1.7474,-1.1883
581.068,2,-37.7863,1.7464,-1.1878
581.086,2,-37.7779,1.7451,-1.1869
581.099,2,-37.7611,1.7429,-1.1855
581.114,2,-37.7529,1.7416,-1.1843
581.130,2,-37.7447,1.7406,-1.1825
581.147,2,-37.7282,1.7389,-1.1793
581.162,2,-37.7202,1.7382,-1.1771
581.176,2,-37.7038,1.7371,-1.1730
581.189,2,-37.6955,1.7369,-1.1704
581.202,2,-37.6870,1.7369,-1.1676
581.216,2,-37.6785,1.7371,-1.1647
581.230,2,-37.6698,1.7374,-1.1616
581.243,2,-37.6528,1.7382,-1.1560
581.255,2,-37.6440,1.7394,-1.1528
581.269,2,-37.6358,1.7401,-1.1495
581.283,2,-37.6274,1.7406,-1.1463
581.296,2,-37.6188,1.7413,-1.1432
581.309,2,-37.6016,1.7430,-1.1371
581.321,2,-37.5929,1.7442,-1.1342
581.336,2,-37.5845,1.7451,-1.1313
581.348,2,-37.5761,1.7459,-1.1287
581.361,2,-37.5680,1.7469,-1.1264
581.374,2,-37.5595,1.7483,-1.1241
581.387,2,-37.5428,1.7510,-1.1197
581.400,2,-37.5348,1.7525,-1.1179
581.414,2,-37.5271,1.7538,-1.1166
581.428,2,-37.5194,1.7550,-1.1152
581.442,2,-37.5119,1.7563,-1.1139
581.455,2,-37.4963,1.7588,-1.1110
581.468,2,-37.4889,1.7598,-1.1100
581.481,2,-37.4817,1.7606,-1.1091
581.497,2,-37.4743,1.7611,-1.1083
581.510,2,-37.4594,1.7622,-1.1066
581.523,2,-37.4523,1.7621,-1.1061
581.537,2,-37.4450,1.7619,-1.1056
581.551,2,-37.4377,1.7616,-1.1052
581.564,2,-37.4303,1.7613,-1.1046
581.578,2,-37.4156,1.7609,-1.1036
581.591,2,-37.4082,1.7603,-1.1035
581.605,2,-37.4007,1.7598,-1.1034
581.619,2,-37.3932,1.7592,-1.1033
581.633,2,-37.3855,1.7587,-1.1033
581.646,2,-37.3703,1.7577,-1.1031
581.660,2,-37.3626,1.7570,-1.1033
581.673,2,-37.3549,1.7563,-1.1036
581.686,2,-37.3472,1.7555,-1.1039
581.701,2,-37.3394,1.7547,-1.1044
581.716,2,-37.3238,1.7533,-1.1054
581.729,2,-37.3159,1.7525,-1.1062
581.743,2,-37.3001,1.7509,-1.1078
581.756,2,-37.2919,1.7500,-1.1091
581.771,2,-37.2836,1.7494,-1.1105
581.786,2,-37.2755,1.7489,-1.1121
581.798,2,-37.2671,1.7484,-1.1137
581.812,2,-37.2506,1.7472,-1.1167
581.825,2,-37.2422,1.7467,-1.1189
581.840,2,-37.2337,1.7462,-1.1210
581.854,2,-37.2251,1.7459,-1.1232
581.868,2,-37.2083,1.7456,-1.1274
581.881,2,-37.1997,1.7464,-1.1298
581.895,2,-37.1911,1.7476,-1.1323
581.909,2,-37.1740,1.7488,-1.1370
581.923,2,-37.1654,1.7496,-1.1393
581.936,2,-37.1569,1.7506,-1.1416
581.950,2,-37.1483,1.7521,-1.1438
581.964,2,-37.1397,1.7539,-1.1458
581.983,2,-37.1225,1.7569,-1.1496
581.999,2,-37.1056,1.7594,-1.1534
582.012,2,-37.0972,1.7602,-1.1551
582.027,2,-37.0888,1.7610,-1.1567
582.041,2,-37.0805,1.7619,-1.1582
582.054,2,-37.0722,1.7624,-1.1596
582.068,2,-37.0555,1.7636,-1.1627
582.082,2,-37.0474,1.7641,-1.1641
582.099,2,-37.0308,1.7652,-1.1670
582.117,2,-37.0225,1.7658,-1.1683
582.131,2,-37.0061,1.7670,-1.1710
582.144,2,-36.9979,1.7673,-1.1722
582.158,2,-36.9899,1.7675,-1.1735
582.172,2,-36.9820,1.7675,-1.1747
582.186,2,-36.9743,1.7672,-1.1758
582.200,2,-36.9587,1.7670,-1.1781
582.213,2,-36.9511,1.7665,-1.1792
582.227,2,-36.9433,1.7661,-1.1802
582.240,2,-36.9356,1.7656,-1.1813
582.253,2,-36.9199,1.7647,-1.1833
582.266,2,-36.9120,1.7640,-1.1841
582.280,2,-36.9042,1.7632,-1.1849
582.299,2,-36.8886,1.7615,-1.1866
582.317,2,-36.8808,1.7603,-1.1872
582.331,2,-36.8651,1.7583,-1.1886
582.344,2,-36.8574,1.7572,-1.1889
582.357,2,-36.8494,1.7558,-1.1893
582.371,2,-36.8415,1.7545,-1.1898
582.384,2,-36.8334,1.7533,-1.1902
582.397,2,-36.8175,1.7509,-1.1910
582.417,2,-36.8097,1.7498,-1.1911
582.431,2,-36.7937,1.7479,-1.1916
582.444,2,-36.7856,1.7473,-1.1916
582.457,2,-36.7773,1.7468,-1.1916
582.472,2,-36.7692,1.7464,-1.1915
582.485,2,-36.7611,1.7460,-1.1915
582.498,2,-36.7448,1.7455,-1.1916
582.510,2,-36.7364,1.7465,-1.1917
582.525,2,-36.7281,1.7480,-1.1918
582.538,2,-36.7198,1.7492,-1.1918
582.552,2,-36.7115,1.7502,-1.1918
582.565,2,-36.6953,1.7515,-1.1919
582.579,2,-36.6874,1.7520,-1.1919
582.592,2,-36.6796,1.7524,-1.1920
582.604,2,-36.6720,1.7527,-1.1921
582.618,2,-36.6647,1.7528,-1.1924
582.632,2,-36.6496,1.7534,-1.1930
582.645,2,-36.6421,1.7539,-1.1936
582.659,2,-36.6348,1.7550,-1.1943
582.674,2,-36.6275,1.7559,-1.1950
582.688,2,-36.6203,1.7567,-1.1958
582.705,2,-36.6056,1.7585,-1.1974
582.723,2,-36.5912,1.7605,-1.1993
582.739,2,-36.5841,1.7614,-1.2005
582.753,2,-36.5699,1.7628,-1.2024
582.766,2,-36.5631,1.7632,-1.2036
582.781,2,-36.5563,1.7635,-1.2049
582.796,2,-36.5495,1.7636,-1.2062
582.810,2,-36.5359,1.7638,-1.2086
582.823,2,-36.5293,1.7636,-1.2100
582.836,2,-36.5225,1.7634,-1.2115
582.851,2,-36.5157,1.7631,-1.2132
582.865,2,-36.5020,1.7627,-1.2163
582.878,2,-36.4949,1.7623,-1.2184
582.892,2,-36.4879,1.7617,-1.2204
582.906,2,-36.4811,1.7609,-1.2225
582.921,2,-36.4742,1.7601,-1.2247
582.935,2,-36.4605,1.7588,-1.2290
582.947,2,-36.4539,1.7580,-1.2313
582.961,2,-36.4475,1.7570,-1.2338
582.975,2,-36.4413,1.7560,-1.2363
582.988,2,-36.4285,1.7542,-1.2414
583.002,2,-36.4223,1.7531,-1.2443
583.016,2,-36.4164,1.7522,-1.2473
583.030,2,-36.4105,1.7512,-1.2503
583.043,2,-36.3986,1.7494,-1.2564
583.056,2,-36.3931,1.7487,-1.2597
583.070,2,-36.3879,1.7483,-1.2633
583.084,2,-36.3828,1.7477,-1.2669
583.098,2,-36.3775,1.7473,-1.2706
583.111,2,-36.3669,1.7469,-1.2777
583.125,2,-36.3619,1.7478,-1.2814
583.139,2,-36.3568,1.7486,-1.2850
583.155,2,-36.3518,1.7495,-1.2884
583.171,2,-36.3416,1.7517,-1.2953
583.184,2,-36.3365,1.7536,-1.2986
583.197,2,-36.3266,1.7563,-1.3049
583.211,2,-36.3219,1.7572,-1.3076
583.228,2,-36.3172,1.7576,-1.3098
583.245,2,-36.3074,1.7592,-1.3146
583.261,2,-36.3024,1.7595,-1.3163
583.276,2,-36.2925,1.7602,-1.3202
583.288,2,-36.2874,1.7602,-1.3219
583.302,2,-36.2820,1.7604,-1.3236
583.316,2,-36.2763,1.7607,-1.3253
583.329,2,-36.2706,1.7611,-1.3270
583.347,2,-36.2590,1.7617,-1.3303
583.362,2,-36.2529,1.7622,-1.3318
583.375,2,-36.2408,1.7636,-1.3350
583.387,2,-36.2344,1.7647,-1.3365
583.401,2,-36.2278,1.7655,-1.3379
583.414,2,-36.2212,1.7660,-1.3393
583.427,2,-36.2147,1.7664,-1.3407
583.440,2,-36.2017,1.7672,-1.3435
583.453,2,-36.1951,1.7674,-1.3448
583.468,2,-36.1884,1.7674,-1.3461
583.481,2,-36.1819,1.7675,-1.3473
583.495,2,-36.1751,1.7673,-1.3487
583.508,2,-36.1617,1.7673,-1.3514
583.520,2,-36.1547,1.7670,-1.3527
583.534,2,-36.1478,1.7665,-1.3539
583.547,2,-36.1408,1.7659,-1.3551
583.560,2,-36.1338,1.7652,-1.3563
583.573,2,-36.1198,1.7643,-1.3588
583.586,2,-36.1126,1.7632,-1.3598
583.601,2,-36.1054,1.7619,-1.3607
583.614,2,-36.0983,1.7607,-1.3615
583.628,2,-36.0913,1.7596,-1.3623
583.640,2,-36.0770,1.7576,-1.3641
583.653,2,-36.0698,1.7565,-1.3647
583.668,2,-36.0626,1.7553,-1.3651
583.681,2,-36.0555,1.7542,-1.3655
583.696,2,-36.0482,1.7531,-1.3659
583.713,2,-36.0336,1.7512,-1.3667
583.730,2,-36.0260,1.7505,-1.3667
583.743,2,-36.0111,1.7498,-1.3673
583.756,2,-36.0035,1.7503,-1.3674
583.770,2,-35.9961,1.7506,-1.3675
583.785,2,-35.9885,1.7509,-1.3676
583.798,2,-35.9808,1.7521,-1.3678
583.814,2,-35.9656,1.7542,-1.3683
583.830,2,-35.9585,1.7553,-1.3686
583.843,2,-35.9439,1.7569,-1.3692
583.857,2,-35.9371,1.7578,-1.3697
583.871,2,-35.9305,1.7585,-1.3702
583.885,2,-35.9239,1.7589,-1.3706
583.899,2,-35.9171,1.7593,-1.3710
583.912,2,-35.9040,1.7599,-1.3722
583.925,2,-35.8976,1.7605,-1.3730
583.939,2,-35.8909,1.7612,-1.3740
583.952,2,-35.8844,1.7617,-1.3750
583.966,2,-35.8712,1.7626,-1.3768
583.980,2,-35.8646,1.7630,-1.3781
583.993,2,-35.8583,1.7634,-1.3793
584.007,2,-35.8520,1.7636,-1.3805
584.026,2,-35.8395,1.7638,-1.3829
584.041,2,-35.8272,1.7638,-1.3850
584.054,2,-35.8214,1.7636,-1.3860
584.069,2,-35.8158,1.7632,-1.3871
584.084,2,-35.8103,1.7629,-1.3880
584.097,2,-35.8048,1.7627,-1.3889
584.110,2,-35.7936,1.7624,-1.3907
584.129,2,-35.7882,1.7623,-1.3917
584.144,2,-35.7772,1.7621,-1.3939
584.157,2,-35.7717,1.7620,-1.3951
584.171,2,-35.7662,1.7619,-1.3963
