timestamp, trial, HMD_x, HMD_y,HMD_z

# --- Trial 1 start ---
498.561,1,-39.5841,1.4442,-1.0452
498.673,1,-39.5838,1.4437,-1.0450
498.697,1,-39.5837,1.4437,-1.0451
498.715,1,-39.5835,1.4437,-1.0452
498.738,1,-39.5834,1.4437,-1.0453
498.754,1,-39.5833,1.4437,-1.0453
498.771,1,-39.5833,1.4437,-1.0454
498.789,1,-39.5831,1.4437,-1.0455
498.802,1,-39.5830,1.4438,-1.0456
498.818,1,-39.5830,1.4438,-1.0457
498.832,1,-39.5829,1.4438,-1.0459
498.846,1,-39.5828,1.4438,-1.0460
498.861,1,-39.5827,1.4438,-1.0461
498.874,1,-39.5826,1.4438,-1.0461
498.888,1,-39.5826,1.4438,-1.0463
498.902,1,-39.5826,1.4439,-1.0463
498.917,1,-39.5825,1.4441,-1.0464
498.931,1,-39.5823,1.4442,-1.0464
498.945,1,-39.5822,1.4443,-1.0466
498.959,1,-39.5821,1.4444,-1.0467
498.973,1,-39.5820,1.4444,-1.0469
498.988,1,-39.5820,1.4445,-1.0471
499.001,1,-39.5819,1.4445,-1.0472
499.016,1,-39.5818,1.4446,-1.0474
499.029,1,-39.5818,1.4446,-1.0475
499.044,1,-39.5816,1.4448,-1.0478
499.058,1,-39.5816,1.4449,-1.0479
499.072,1,-39.5816,1.4449,-1.0480
499.086,1,-39.5815,1.4451,-1.0482
499.100,1,-39.5815,1.4451,-1.0483
499.116,1,-39.5815,1.4452,-1.0485
499.129,1,-39.5815,1.4452,-1.0486
499.144,1,-39.5816,1.4454,-1.0488
499.158,1,-39.5816,1.4454,-1.0489
499.172,1,-39.5816,1.4455,-1.0491
499.186,1,-39.5816,1.4457,-1.0493
499.200,1,-39.5816,1.4459,-1.0494
499.213,1,-39.5816,1.4460,-1.0495
499.228,1,-39.5816,1.4461,-1.0497
499.243,1,-39.5817,1.4463,-1.0499
499.256,1,-39.5817,1.4464,-1.0500
499.270,1,-39.5817,1.4466,-1.0501
499.284,1,-39.5817,1.4467,-1.0501
499.298,1,-39.5817,1.4470,-1.0503
499.312,1,-39.5818,1.4470,-1.0504
499.327,1,-39.5819,1.4470,-1.0504
499.341,1,-39.5819,1.4470,-1.0505
499.355,1,-39.5819,1.4471,-1.0505
499.369,1,-39.5819,1.4472,-1.0505
499.382,1,-39.5819,1.4472,-1.0505
