C:\Users\Public\Documents\Novel Studio\load_data\2025-12-16\19\loadapp_2025-12-16_15-27-08-059.load
Comment müll
	PRW261-L::heel	PRW261-L::mid	PRW261-L::front	PRW261-L		PRW260-R::front	PRW260-R::mid	PRW260-R::heel	PRW260-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
11.340	184.800	122.430	124.740	431.970	11.340	112.290	92.340	134.520	339.150	11.340		
11.350	184.800	124.740	127.050	436.590	11.350	112.290	92.340	134.520	339.150	11.350		
11.360	184.800	124.740	127.050	436.590	11.360	114.570	92.340	134.520	341.430	11.360		
11.370	184.800	124.740	127.050	436.590	11.370	112.290	94.620	134.520	341.430	11.370		
11.380	184.800	124.740	127.050	436.590	11.380	114.570	94.620	132.240	341.430	11.380		
11.390	182.500	127.020	129.940	439.460	11.390	112.290	94.620	132.240	339.150	11.390		
11.400	182.500	124.830	129.940	437.270	11.400	114.480	94.870	132.500	341.850	11.400		
11.410	182.500	124.830	129.940	437.270	11.410	114.480	94.870	129.850	339.200	11.410		
11.420	179.580	124.830	129.940	434.350	11.420	114.480	94.870	129.850	339.200	11.420		
11.430	179.580	127.020	129.940	436.540	11.430	117.130	94.870	129.850	341.850	11.430		
11.440	179.580	127.020	132.130	438.730	11.440	117.130	94.870	129.850	341.850	11.440		
11.450	177.390	124.830	129.940	432.160	11.450	119.780	96.990	129.850	346.620	11.450		
11.460	177.390	127.020	129.940	434.350	11.460	119.780	94.870	127.200	341.850	11.460		
11.470	177.390	124.830	132.130	434.350	11.470	119.780	96.990	127.200	343.970	11.470		
11.480	174.470	124.830	134.320	433.620	11.480	119.780	96.990	127.200	343.970	11.480		
11.490	174.470	127.020	134.320	435.810	11.490	119.780	94.870	124.550	339.200	11.490		
11.500	174.470	127.020	134.320	435.810	11.500	119.780	96.990	124.550	341.320	11.500		
11.510	172.280	127.020	134.320	433.620	11.510	122.430	96.990	124.550	343.970	11.510		
11.520	172.280	127.020	134.320	433.620	11.520	122.430	99.640	122.430	344.500	11.520		
11.530	172.280	127.020	134.320	433.620	11.530	122.430	96.990	122.430	341.850	11.530		
11.540	172.500	126.960	137.310	436.770	11.540	124.550	96.990	122.430	343.970	11.540		
11.550	169.740	126.960	137.310	434.010	11.550	124.550	99.640	122.430	346.620	11.550		
11.560	169.740	129.720	137.310	436.770	11.560	122.430	96.990	119.780	339.200	11.560		
11.570	169.740	129.720	137.310	436.770	11.570	122.430	96.990	119.780	339.200	11.570		
11.580	166.980	129.720	137.310	434.010	11.580	124.550	96.990	119.780	341.320	11.580		
11.590	169.740	129.720	139.380	438.840	11.590	124.550	99.640	119.780	343.970	11.590		
11.600	166.980	129.720	137.310	434.010	11.600	124.550	96.990	117.130	338.670	11.600		
11.610	166.980	129.720	139.380	436.080	11.610	127.200	99.640	117.130	343.970	11.610		
11.620	166.980	129.720	139.380	436.080	11.620	129.850	99.640	117.130	346.620	11.620		
11.630	166.980	129.720	142.140	438.840	11.630	127.200	99.640	117.130	343.970	11.630		
11.640	166.980	132.480	139.380	438.840	11.640	129.850	99.640	117.130	346.620	11.640		
11.650	164.910	132.480	142.140	439.530	11.650	129.850	99.640	117.130	346.620	11.650		
11.660	164.910	132.480	142.140	439.530	11.660	129.850	99.640	114.480	343.970	11.660		
11.670	164.910	132.480	142.140	439.530	11.670	129.850	99.640	114.480	343.970	11.670		
11.680	164.910	132.480	142.140	439.530	11.680	132.500	99.640	114.480	346.620	11.680		
11.690	162.500	131.950	144.950	439.400	11.690	129.850	99.640	112.360	341.850	11.690		
11.700	159.900	134.550	146.900	441.350	11.700	132.160	102.480	112.000	346.640	11.700		
11.710	159.900	134.550	144.950	439.400	11.710	132.160	102.480	112.000	346.640	11.710		
11.720	159.900	131.950	146.900	438.750	11.720	132.160	99.680	112.000	343.840	11.720		
11.730	157.300	131.950	146.900	436.150	11.730	132.160	99.680	109.760	341.600	11.730		
11.740	157.300	134.550	146.900	438.750	11.740	134.960	102.480	109.760	347.200	11.740		
11.750	157.300	131.950	146.900	436.150	11.750	134.960	102.480	109.760	347.200	11.750		
11.760	157.300	134.550	149.500	441.350	11.760	134.960	102.480	109.760	347.200	11.760		
11.770	154.700	134.550	149.500	438.750	11.770	134.960	102.480	109.760	347.200	11.770		
11.780	154.700	134.550	149.500	438.750	11.780	134.960	102.480	109.760	347.200	11.780		
11.790	154.700	134.550	149.500	438.750	11.790	137.200	102.480	106.960	346.640	11.790		
11.800	152.100	134.550	149.500	436.150	11.800	137.200	102.480	106.960	346.640	11.800		
11.810	152.100	131.950	149.500	433.550	11.810	140.000	102.480	106.960	349.440	11.810		
11.820	152.100	134.550	149.500	436.150	11.820	137.200	102.480	106.960	346.640	11.820		
11.830	149.500	131.950	149.500	430.950	11.830	140.000	102.480	106.960	349.440	11.830		
11.840	149.760	134.400	149.760	433.920	11.840	140.000	102.480	104.720	347.200	11.840		
11.850	149.760	134.400	152.320	436.480	11.850	139.830	102.070	104.430	346.330	11.850		
11.860	149.760	134.400	152.320	436.480	11.860	139.830	104.430	107.380	351.640	11.860		
11.870	149.760	134.400	152.320	436.480	11.870	142.190	104.430	107.380	354.000	11.870		
11.880	147.200	134.400	152.320	433.920	11.880	142.190	104.430	104.430	351.050	11.880		
11.890	147.200	134.400	154.880	436.480	11.890	142.190	104.430	104.430	351.050	11.890		
11.900	147.200	134.400	152.320	433.920	11.900	142.190	104.430	104.430	351.050	11.900		
11.910	147.200	134.400	154.880	436.480	11.910	144.550	107.380	104.430	356.360	11.910		
11.920	147.200	136.960	154.880	439.040	11.920	144.550	104.430	104.430	353.410	11.920		
11.930	144.640	136.960	154.880	436.480	11.930	144.550	104.430	102.070	351.050	11.930		
11.940	144.640	134.400	154.880	433.920	11.940	144.550	102.070	102.070	348.690	11.940		
11.950	142.080	134.400	154.880	431.360	11.950	144.550	104.430	102.070	351.050	11.950		
11.960	142.080	134.400	157.440	433.920	11.960	144.550	104.430	102.070	351.050	11.960		
11.970	142.080	136.960	157.440	436.480	11.970	147.500	104.430	102.070	354.000	11.970		
11.980	142.080	136.960	160.000	439.040	11.980	144.550	104.430	102.070	351.050	11.980		
11.990	142.040	137.350	157.450	436.840	11.990	147.500	104.430	99.710	351.640	11.990		
12.000	139.360	137.350	154.770	431.480	12.000	146.940	107.260	99.820	354.020	12.000		
12.010	139.360	137.350	157.450	434.160	12.010	146.940	104.780	97.340	349.060	12.010		
12.020	139.360	137.350	159.460	436.170	12.020	149.420	104.780	97.340	351.540	12.020		
12.030	137.350	137.350	159.460	434.160	12.030	149.420	104.780	97.340	351.540	12.030		
12.040	137.350	137.350	159.460	434.160	12.040	149.420	107.260	97.340	354.020	12.040		
12.050	134.670	139.360	162.140	436.170	12.050	149.420	104.780	94.860	349.060	12.050		
12.060	134.670	139.360	162.140	436.170	12.060	149.420	104.780	94.860	349.060	12.060		
12.070	134.670	139.360	162.140	436.170	12.070	151.900	104.780	94.860	351.540	12.070		
12.080	134.670	139.360	162.140	436.170	12.080	151.900	104.780	94.860	351.540	12.080		
12.090	131.990	139.360	164.820	436.170	12.090	155.000	104.780	92.380	352.160	12.090		
12.100	131.990	137.350	162.140	431.480	12.100	151.900	104.780	92.380	349.060	12.100		
12.110	131.990	139.360	162.140	433.490	12.110	151.900	104.780	89.900	346.580	12.110		
12.120	131.990	139.360	162.140	433.490	12.120	155.000	107.260	92.380	354.640	12.120		
12.130	131.990	142.040	167.500	441.530	12.130	155.000	104.780	92.380	352.160	12.130		
12.140	132.300	142.100	167.300	441.700	12.140	155.000	107.260	92.380	354.640	12.140		
12.150	129.500	140.000	167.300	436.800	12.150	154.880	104.960	89.600	349.440	12.150		
12.160	129.500	142.100	167.300	438.900	12.160	157.440	104.960	89.600	352.000	12.160		
12.170	127.400	142.100	169.400	438.900	12.170	154.880	106.880	89.600	351.360	12.170		
12.180	127.400	142.100	169.400	438.900	12.180	154.880	106.880	89.600	351.360	12.180		
12.190	124.600	142.100	172.200	438.900	12.190	157.440	106.880	89.600	353.920	12.190		
12.200	124.600	142.100	169.400	436.100	12.200	157.440	106.880	89.600	353.920	12.200		
