timestamp, HMD_x, HMD_y,HMD_z
159.980,10,-35.2864,1.8737,-1.3066
159.991,10,-35.2866,1.8736,-1.3062
160.003,10,-35.2867,1.8737,-1.3056
160.014,10,-35.2867,1.8737,-1.3051
160.025,10,-35.2869,1.8738,-1.3048
160.036,10,-35.2869,1.8738,-1.3043
160.047,10,-35.2870,1.8738,-1.3039
160.058,10,-35.2870,1.8738,-1.3034
160.069,10,-35.2873,1.8737,-1.3032
160.080,10,-35.2874,1.8737,-1.3027
160.091,10,-35.2875,1.8736,-1.3023
160.103,10,-35.2876,1.8735,-1.3019
160.114,10,-35.2877,1.8735,-1.3016
160.125,10,-35.2878,1.8733,-1.3013
160.136,10,-35.2879,1.8733,-1.3009
160.147,10,-35.2881,1.8734,-1.3009
160.159,10,-35.2882,1.8734,-1.3006
160.169,10,-35.2884,1.8734,-1.3004
160.181,10,-35.2885,1.8733,-1.3001
160.192,10,-35.2886,1.8734,-1.2999
160.203,10,-35.2887,1.8735,-1.2995
160.214,10,-35.2889,1.8736,-1.2993
160.225,10,-35.2890,1.8736,-1.2991
160.236,10,-35.2891,1.8736,-1.2991
160.247,10,-35.2892,1.8736,-1.2989
160.258,10,-35.2893,1.8737,-1.2988
160.269,10,-35.2893,1.8738,-1.2987
160.281,10,-35.2893,1.8739,-1.2986
